Business Name,Street Address,City,State,Zip,Phone,Email,Website,Category,Town,SuitableForAds
Pleasant River Lumber Company,12 Pleasant River Rd,Enfield,ME,04493,(207) 403-1507,info@pleasantriverlumber.com,https://pleasantriverlumber.com,Lumber,Enfield,No
R.N. French Real Estate,9 French Rd,Enfield,ME,04493,(207) 732-3977,,,Real Estate,Enfield,Yes
Savage Line LLC,22 Savage Rd,Enfield,ME,04493,(207) 732-3616,,,Trucking,Enfield,No
South Branch Concrete Company,280 South Branch Rd,Enfield,ME,04493,(207) 290-1817,,,Concrete,Enfield,No
Thompson's Hardware Inc,1347 Main Rd,Enfield,ME,04493,(207) 732-4605,,,Hardware Store,Enfield,Yes
West Enfield Church of God,West Enfield,Enfield,ME,04493,(207) 732-4410,,,Religion,Enfield,Yes
Applebee's Superette,248 Cardville Rd,Greenbush,ME,04418,(207) 827-5997,,,Convenience Store/Grocery,Greenbush,Yes
C.S. Auto Repair,705 Cardville Rd #B,Greenbush,ME,04418,(207) 827-6600,,,Auto Repair,Greenbush,No
Cardville Redemption Center,646 Cardville Rd,Greenbush,ME,04418,(207) 827-9806,,,Redemption Center,Greenbush,Yes
Cardville United Pentecostal Church,144 Cards Ridge Rd,Greenbush,ME,04418,(207) 827-7763,,,Religion,Greenbush,Yes
Crystal Clear Communications,45 Main Rd,Greenbush,ME,04418,(207) 827-5511,,,Communications,Greenbush,Yes
Dunrite Car Care & Repair,1373 Route 2,Greenbush,ME,04418,(207) 827-1100,,,Auto Repair,Greenbush,No
GSV Surveying & Land Services,229 Middle River Rd,Greenbush,ME,04418,(207) 827-5436,,,Surveying,Greenbush,No
Michaud Woodcrafters,880 Spring Bridge Rd,Greenbush,ME,04418,(207) 826-2329,,,Woodworking,Greenbush,Yes
Northeast Concrete Specialists,41 Lower River Rd,Greenbush,ME,04418,(207) 827-1449,,,Concrete,Greenbush,No
Olamon Faith Bible Church,102 Military Rd,Greenbush,ME,04418,(207) 826-2179,,,Religion,Greenbush,Yes
Old Country Store,1377 Main Rd,Greenbush,ME,04418,(207) 827-6524,,,General Store,Greenbush,Yes
Rick Lyford Trucking Inc,256 Cards Ridge Rd,Greenbush,ME,04418,(207) 827-4772,,,Trucking,Greenbush,No
Riverside Heating,1377 Main Rd,Greenbush,ME,04418,(207) 827-5919,,,Heating,Greenbush,Yes
Ryan's Carpet Cleaning,958 Cardville Rd,Greenbush,ME,04418,(207) 827-2021,,,Carpet Cleaning,Greenbush,Yes
95-ER Market,64 Lagrange Rd,Howland,ME,04448,(207) 732-4200,,,Convenience Store,Howland,Yes
Bangor Savings Bank,22 Main St,Howland,ME,04448,(207) 732-5716,bangorsupport@bangor.com,https://bangor.com,Bank,Howland,Yes
Bartlett Bench & Wire,67 Lagrange Rd,Howland,ME,04448,(207) 613-2974,,,Commercial Benching,Howland,Yes
Handy Stop,2 Coffin St,Howland,ME,04448,(207) 732-5274,,,Convenience Store/Gas,Howland,Yes
House of Crafts & Flowers,10 Water St,Howland,ME,04448,(207) 732-4685,,,Crafts/Florist,Howland,Yes
Howland Baptist Church,5 Penobscot Ave,Howland,ME,04448,(207) 732-3170,,,Religion,Howland,Yes
The County Federal Credit Union - Howland,4 Coffin St,Howland,ME,04448,(207) 732-3686,info@countyfcu.org,https://countyfcu.org,Credit Union,Howland,Yes
King's Rentals & Self Storage,141 Bennoch Rd,Howland,ME,04448,(207) 732-3731,,,Storage/Rental,Howland,No
St. Leo the Great Church (Catholic),18 River Rd,Howland,ME,04448,(207) 732-3495,,,Religion,Howland,Yes
Christian and Missionary Alliance Church of Lee,249 Winn Rd,Lee,ME,04455,(207) 738-4508,,,Religion,Lee,Yes
House in the Woods,217 Skunk Hill Rd,Lee,ME,04455,(207) 738-8387,,,Nonprofit Retreat,Lee,No
Lee Baptist Church,2870 Lee Rd,Lee,ME,04455,(207) 738-2747,,,Religion,Lee,Yes
Mallett's Mill Inc,149 Malletts Mill Rd,Lee,ME,04455,(207) 738-2200,,,Lumber/Building Materials,Lee,Yes
Marble Creek Acres Winery & Cidery,279 Winn Rd,Lee,ME,04455,(207) 290-3694,mainecellars@gmail.com,https://marblecreekacres.com,Winery/Cidery,Lee,Yes
Raymond's Variety,2789 Lee Rd,Lee,ME,04455,(207) 738-2558,,,Variety Store/Gas,Lee,Yes
Sleeping Bear Campground & Cabins,346 Arab Rd,Lee,ME,04455,(207) 399-3030,sleepingbearlodging@gmail.com,https://sleepingbearcampground.com,Campground,Lee,No
Acres Away Realty,309 W Broadway,Lincoln,ME,04457,(207) 794-2700,,https://acres-away.com,Real Estate,Lincoln,Yes
Aunnie Ashley's Variety,663 W Broadway,Lincoln,ME,04457,(207) 794-8422,,,Convenience Store,Lincoln,Yes
Auto B Washed Wright,199 W Broadway,Lincoln,ME,04457,(207) 794-2709,,,Car Wash,Lincoln,Yes
Bangor Savings Bank,4 Prospect Ave,Lincoln,ME,04457,(207) 794-6765,bangorsupport@bangor.com,https://bangor.com,Bank,Lincoln,Yes
Barker Business Services,29 Lee Rd,Lincoln,ME,04457,(207) 794-8563,taxman2@barkertax.com,https://barkertax.com,Accounting/Payroll,Lincoln,Yes
Bible Baptist Church of Lincoln,53 Fleming St,Lincoln,ME,04457,(207) 794-6650,,,Religion,Lincoln,Yes
Big Apple Store,34 Fleming St,Lincoln,ME,04457,(207) 794-6818,,https://bigapplestores.com,Convenience Store/Gas,Lincoln,Yes
Blazin' Trailz,90 River Rd,Lincoln,ME,04457,(207) 403-9151,,https://blazintrailz.com,Cannabis Dispensary,Lincoln,Yes
Briarwood Motor Inn,223 W Broadway,Lincoln,ME,04457,(207) 794-6731,,https://briarwoodmotorinn.net,Motel,Lincoln,Yes
Carl's Auto Parts,7 Taylor St,Lincoln,ME,04457,(207) 794-6778,,,Auto Parts,Lincoln,Yes
Charlie's Seafood Market,20 School St,Lincoln,ME,04457,(207) 794-3100,,,Seafood Market,Lincoln,Yes
Cigaret Shopper,36 W Broadway,Lincoln,ME,04457,(207) 794-3801,,,Tobacco Shop,Lincoln,Yes
Circle K,114 W Broadway,Lincoln,ME,04457,(207) 794-3472,,https://www.circlek.com,Convenience Store/Gas,Lincoln,Yes
Circle K (71 Main St),71 Main St,Lincoln,ME,04457,(207) 794-8109,,https://www.circlek.com,Convenience Store/Gas,Lincoln,Yes
Clay Funeral Home,3 Lee Rd,Lincoln,ME,04457,(207) 794-6801,,https://clayfuneralhome.com,Funeral Home,Lincoln,Yes
Coastal Auto Parts,282 W Broadway,Lincoln,ME,04457,(207) 664-0193,,,Auto Parts,Lincoln,Yes
Colonial Healthcare Assisted Living,36 Workman Terrace St,Lincoln,ME,04457,(207) 794-6534,,,Assisted Living,Lincoln,No
Dawson's Family Fitness,323 Main St,Lincoln,ME,04457,(207) 794-3083,,,Gym,Lincoln,Yes
Dead River Company,106 W Broadway,Lincoln,ME,04457,(207) 794-6596,,https://deadriver.com,Heating Oil/Propane,Lincoln,No
Doc's Place,130 Main St,Lincoln,ME,04457,(207) 794-2551,,,Gas Station,Lincoln,Yes
Dollar Tree,283 W Broadway,Lincoln,ME,04457,(207) 559-6000,,https://dollartree.com,Discount Store,Lincoln,Yes
Dubay Auto Parts (NAPA),282 W Broadway,Lincoln,ME,04457,(207) 794-3329,,https://napaonline.com,Auto Parts,Lincoln,Yes
Dunkin',142 W Broadway,Lincoln,ME,04457,(207) 794-2154,,https://dunkin.com,Coffee Shop,Lincoln,Yes
Eagle Lodge,600 Folsom Pond Rd,Lincoln,ME,04457,(207) 794-2181,info@eaglelodgemaine.com,http://eaglelodgemaine.com,Lodging,Lincoln,Yes
Earth's Bounty Natural Foods,57 Fleming St,Lincoln,ME,04457,(207) 794-8266,,,Health Food Store,Lincoln,Yes
F.A. Peabody Insurance,150 W Broadway #1,Lincoln,ME,04457,(207) 794-8297,info@fapeabody.com,https://fapeabody.com,Insurance,Lincoln,Yes
Family Dollar,79 W Broadway Ste B,Lincoln,ME,04457,(207) 794-6547,,https://www.familydollar.com,Retail,Lincoln,Yes
First Congregational Church of Lincoln (UCC),19 School St,Lincoln,ME,04457,(207) 794-6613,,,Religion,Lincoln,Yes
First United Methodist Church of Lincoln,8 Lee Rd,Lincoln,ME,04457,(207) 447-8903,,,Religion,Lincoln,Yes
Freedom Fitness,10 Taylor St,Lincoln,ME,04457,(207) 403-9051,,,Gym,Lincoln,Yes
Full Gospel Tabernacle,14 Fleming St,Lincoln,ME,04457,(207) 794-5060,,,Religion,Lincoln,Yes
Gather Brunch & Bar,1 Fleming St,Lincoln,ME,04457,(207) 403-9403,,,Restaurant,Lincoln,No
Gatherings for the Home,47 Main St,Lincoln,ME,04457,(207) 794-3883,,,Gift Shop/Home Decor,Lincoln,Yes
Gill's Point S Tire & Auto,249 W Broadway,Lincoln,ME,04457,(207) 794-3329,,,Tire/Auto Repair,Lincoln,No
Gillmor's Restaurant & Lounge,236 W Broadway,Lincoln,ME,04457,(207) 794-6565,,,Restaurant,Lincoln,No
Goldstar Cleaners,120 Main St,Lincoln,ME,04457,(207) 989-5170,,,Dry Cleaner,Lincoln,Yes
H&R Block,21 Lee Rd,Lincoln,ME,04457,(207) 794-8200,,https://hrblock.com,Tax Services,Lincoln,Yes
Hannaford Supermarket,22 Goding Ave,Lincoln,ME,04457,(207) 794-6122,,https://hannaford.com,Grocery Store,Lincoln,Yes
Health Access Network / Boreas Family Medicine,252 Enfield Rd,Lincoln,ME,04457,(207) 794-3085,info@healthaccessnetwork.org,https://healthaccessnetwork.org,Healthcare,Lincoln,Yes
Heart of Maine Winery,27 School St,Lincoln,ME,04457,(207) 944-0159,,,Winery,Lincoln,Yes
High Performance Hair & Tanning,40 Main St,Lincoln,ME,04457,(207) 794-8119,,,Salon,Lincoln,Yes
JaTo Highlands Golf Course,175 Town Farm Rd,Lincoln,ME,04457,(207) 794-2433,,,Golf Course,Lincoln,No
Just Baked,115 West Broadway,Lincoln,ME,04457,(207) 403-9160,,https://www.justbakedmaine.com,Cannabis Dispensary,Lincoln,Yes
KeyBank,107 W Broadway,Lincoln,ME,04457,(207) 794-3381,,https://key.com,Bank,Lincoln,Yes
Keys'n Things,22 Taylor St,Lincoln,ME,04457,(207) 794-6833,,,Locksmith,Lincoln,Yes
Kingdom Hall of Jehovah's Witnesses,343 West Broadway,Lincoln,ME,04457,(207) 794-3009,,,Religion,Lincoln,Yes
LDS Church (Lincoln Branch),144 Penobscot Valley Ave,Lincoln,ME,04457,(207) 794-6694,,,Religion,Lincoln,Yes
Lincoln Center Baptist Church,323 Main St,Lincoln,ME,04457,(207) 794-3668,,,Religion,Lincoln,Yes
Lincoln Center Church of God,497 Main St,Lincoln,ME,04457,(207) 746-7287,,,Religion,Lincoln,Yes
Lincoln House of Pizza,38 Main St,Lincoln,ME,04457,(207) 794-2526,,,Restaurant,Lincoln,No
Lincoln Maine Federal Credit Union,171 W Broadway,Lincoln,ME,04457,(207) 794-8623,,,Credit Union,Lincoln,Yes
Lincoln News,78 W Broadway,Lincoln,ME,04457,(207) 794-6532,news@lincnews.com,https://lincnews.com,Newspaper,Lincoln,Yes
Lincoln Regional Food Cupboard & Thrift Store,32 Park Ave,Lincoln,ME,04457,(207) 403-9007,,,Thrift Store,Lincoln,Yes
Lincoln Regional Veterinary Hospital,10 Prospect Ave,Lincoln,ME,04457,(207) 794-2706,lrvhinfo@gmail.com,https://www.lincolnregionalveterinaryhospital.com/,Veterinarian,Lincoln,Yes
Lincoln Seventh-day Adventist Church,158 River Rd,Lincoln,ME,04457,(207) 794-3361,,,Religion,Lincoln,Yes
Lincoln Smiles Dentistry,97 Lee Rd,Lincoln,ME,04457,(207) 794-6896,,,Dentist,Lincoln,Yes
Lincoln Tap House,222 W Broadway,Lincoln,ME,04457,(207) 403-9116,,,Restaurant/Bar,Lincoln,No
Linda's Hair Care,3 Katahdin Ave,Lincoln,ME,04457,(207) 794-0254,,,Hair Salon,Lincoln,Yes
Machias Savings Bank,6 Penobscot Ave,Lincoln,ME,04457,(207) 561-2786,,https://machiasbank.com,Bank,Lincoln,Yes
Main Street Barber Shop,15 Main St,Lincoln,ME,04457,(207) 794-8005,,,Barber,Lincoln,Yes
Maranatha Riverside Church,176 River Rd,Lincoln,ME,04457,(207) 794-8443,,,Religion,Lincoln,Yes
Marden's Surplus & Salvage,28 Main St,Lincoln,ME,04457,(207) 794-2013,,https://mardens.com,Discount Retail,Lincoln,Yes
McDonald's,23 Goding Ave,Lincoln,ME,04457,(207) 794-6100,,https://www.mcdonalds.com/us/en-us/location/ME/LINCOLN/23-GODING-AVE/6371.html,Restaurant,Lincoln,Yes
McSea Books,3 Fleming St,Lincoln,ME,04457,(207) 403-9002,,,Bookstore,Lincoln,Yes
Ninja Express Japanese Steakhouse,86 W Broadway,Lincoln,ME,04457,(207) 407-9031,,,Restaurant,Lincoln,No
Northern Pines Care Estates,74 Taylor St,Lincoln,ME,04457,(207) 794-6086,,,Assisted Living,Lincoln,No
Pat's Pizza,237 Main St,Lincoln,ME,04457,(207) 794-2211,,,Restaurant,Lincoln,No
Pelletier Ford of Lincoln,74 Main St,Lincoln,ME,04457,(207) 794-6522,,https://pelletierford.com,Auto Dealer,Lincoln,Yes
Penobscot Valley Hospital,7 Transalpine Rd,Lincoln,ME,04457,(207) 794-7189,info@pvhme.org,https://pvhme.org,Hospital,Lincoln,Yes
Penobscot Valley Humane Society,1 Park Ave,Lincoln,ME,04457,(207) 794-3457,,,Animal Shelter,Lincoln,Yes
Possibilities Gift & Home,49 Main St,Lincoln,ME,04457,(207) 794-1000,,,Gift Shop,Lincoln,Yes
R.H. Foster Energy,119 Main St,Lincoln,ME,04457,(207) 794-8300,info@rhfoster.com,https://rhfoster.com,Heating Oil/Propane,Lincoln,No
S.W. Collins Co (DoItBest),302 W Broadway,Lincoln,ME,04457,(207) 794-6113,,https://swcollins.com,Hardware/Home Center,Lincoln,Yes
Save A Life,19 VFW St,Lincoln,ME,04457,(207) 403-9100,,,Nonprofit Health,Lincoln,Yes
Select Design & Embroidery,114 Enfield Rd,Lincoln,ME,04457,(207) 794-8139,,,Embroidery/Custom Apparel,Lincoln,Yes
Simple Sentiments,47 Main St,Lincoln,ME,04457,(207) 290-1172,,,Gift Shop,Lincoln,Yes
St. Mary of Lourdes Church (Catholic),142 Main St,Lincoln,ME,04457,(207) 794-6877,,,Religion,Lincoln,Yes
Steaks N' Stuff Market & Deli,14 Mechanic St,Lincoln,ME,04457,(207) 794-6404,,,Grocery/Deli,Lincoln,Yes
Stewart Professional Learning Center & CoWork,51 Main St,Lincoln,ME,04457,(207) 290-0956,,,Business Center,Lincoln,Yes
Subway,115 W Broadway,Lincoln,ME,04457,(207) 794-2008,,,Restaurant,Lincoln,Yes
Taco Bell,62 West Broadway,Lincoln,ME,04457,(207) 794-0209,,https://www.tacobell.com,Fast Food,Lincoln,Yes
Tangles Hair Studio,120 W Broadway,Lincoln,ME,04457,(207) 794-8700,,,Salon,Lincoln,Yes
The Forester Pub,204 W Broadway,Lincoln,ME,04457,(207) 403-9224,,,Restaurant/Bar,Lincoln,No
Town Line Auto Sales,1645 Lee Rd,Lincoln,ME,04457,(207) 738-4720,,,Used Cars,Lincoln,Yes
Town of Lincoln,29 Main St,Lincoln,ME,04457,(207) 794-3372,awoodard@lincolnmaine.org,https://lincolnmaine.org,Municipal,Lincoln,No
Transitions Hair & Tanning,104 Main St,Lincoln,ME,04457,(207) 794-0909,,,Salon,Lincoln,Yes
True Value,51 Main St,Lincoln,ME,04457,(207) 794-8111,,https://truevalue.com,Hardware Store,Lincoln,Yes
United Country Lifestyle Properties of Maine,113 W Broadway,Lincoln,ME,04457,(207) 794-6164,info@lifestylepropertiesme.com,https://lifestylepropertiesofmaine.com,Real Estate,Lincoln,Yes
Village Dry Cleaners,150 W Broadway,Lincoln,ME,04457,(207) 794-2004,,,Dry Cleaner,Lincoln,Yes
Walgreens,2 W Broadway,Lincoln,ME,04457,(207) 794-3344,,https://www.walgreens.com,Pharmacy,Lincoln,Yes
Walmart Supercenter,250 W Broadway,Lincoln,ME,04457,(207) 794-8436,,https://walmart.com,Department Store/Grocery,Lincoln,Yes
Wendy's,184 W Broadway,Lincoln,ME,04457,(207) 403-9011,,,Restaurant,Lincoln,Yes
Why Not Stop,297 W Broadway,Lincoln,ME,04457,(207) 794-3070,,,Convenience Store/Gas,Lincoln,Yes
Wing Wah Restaurant,60 Main St,Lincoln,ME,04457,(207) 794-3001,,,Restaurant,Lincoln,No
Lowell Baptist Church,Church St,Lowell,ME,04493,,,,Religion,Lowell,Yes
Patriot Consulting LLC,129 W Old Main Rd,Lowell,ME,04493,(207) 902-0179,,,Consulting,Lowell,Yes
Big Apple Store,105 Main St,Mattawamkeag,ME,04459,(207) 736-2305,,https://bigapplestores.com,Convenience Store/Gas,Mattawamkeag,Yes
Crossroads Restaurant & Motel,270 Main St,Mattawamkeag,ME,04459,(207) 736-3020,,,Restaurant/Motel,Mattawamkeag,No
Eva's Beauty Shoppe,23 Medway Rd,Mattawamkeag,ME,04459,(207) 736-4525,,,Beauty Shop,Mattawamkeag,Yes
Markie's Garage,67 Main St,Mattawamkeag,ME,04459,(207) 736-4202,,,Auto Repair,Mattawamkeag,No
Markie's Pizza Joint,387 N Main St,Mattawamkeag,ME,04459,(207) 736-2029,,,Restaurant,Mattawamkeag,No
Mattawamkeag Baptist Church,209 S Main St,Mattawamkeag,ME,04459,(207) 736-4791,,,Religion,Mattawamkeag,Yes
Mattawamkeag Church of God,284 Main St,Mattawamkeag,ME,04459,(207) 736-7676,,,Religion,Mattawamkeag,Yes
Mattawamkeag United Methodist Church,14 Depot St,Mattawamkeag,ME,04459,(207) 738-8387,,,Religion,Mattawamkeag,Yes
Mattawamkeag Wilderness Park Campground,1 Wilderness Park Dr,Mattawamkeag,ME,04459,(207) 736-2021,,https://www.mwpark.com/,Campground,Mattawamkeag,No
PJ's General Store,306 Main St,Mattawamkeag,ME,04459,(207) 736-3871,,,General Store,Mattawamkeag,Yes
Pinetree Pellet Fuels LLC,41 Graham Ln,Mattawamkeag,ME,04459,(207) 274-7413,,,Pellet Fuel,Mattawamkeag,No
Reflection Hair Salon,51 Main St,Mattawamkeag,ME,04459,(207) 736-4355,,,Hair Salon,Mattawamkeag,Yes
Waggin Tails Pet SPA,405 Main St,Mattawamkeag,ME,04459,(207) 736-4891,,,Pet Grooming,Mattawamkeag,Yes
Wheeler World,425 Medway Rd,Mattawamkeag,ME,04459,(207) 736-3043,25194@powersportshub.com,http://www.3wheelerworld.com/,Retail/Service,Mattawamkeag,Yes
Wyman Hardware,222 Main St,Mattawamkeag,ME,04459,(207) 736-2570,,,Hardware Store,Mattawamkeag,Yes
Zion Pentecostal Church,249 Medway Rd,Mattawamkeag,ME,04459,(207) 736-7655,,,Religion,Mattawamkeag,Yes
Grammy Anna's,7 Park St,Springfield,ME,04487,(207) 765-9683,,,Take Out Restaurant,Springfield,No
Lee Barbershop & Styling Salon,985 Main St,Springfield,ME,04487,(207) 738-2442,,,Barber/Salon,Springfield,Yes
Smith's General Store,985 Main St,Springfield,ME,04487,(207) 738-2171,,,General Store/Gas,Springfield,Yes
Springfield Congregational Church (UCC),970 Main St,Springfield,ME,04487,(207) 738-2155,,,Religion,Springfield,Yes
Springfield Fair,91 Park St,Springfield,ME,04487,(207) 738-2170,,,Fairgrounds,Springfield,Yes
Springfieldtyme Bed & Breakfast,3 True Rd,Springfield,ME,04487,(207) 738-2323,,,Bed & Breakfast,Springfield,Yes
T.E. Linscott Inc,271 Park St,Springfield,ME,04487,(207) 738-2705,,,Excavation,Springfield,No
Wood & Wires Guitar Shop,173 Park St,Springfield,ME,04487,(207) 738-5100,,,Music Store,Springfield,Yes
Berry Land Take Out,990 US-2,Winn,ME,04495,(207) 736-4775,,,Take Out Restaurant,Winn,No
H.C. Haynes Inc,40 Route 168,Winn,ME,04495,(207) 736-3412,,,Forestry/Lumber,Winn,No
Lakeville Shores Inc,40 Route 168,Winn,ME,04495,(207) 736-3412,,,Real Estate,Winn,Yes
Sacred Heart Church (Catholic),Lee-Winn Rd,Winn,ME,04495,(207) 794-6333,,,Religion,Winn,Yes
Salmon Brook Grooming,444 Military Rd,Winn,ME,04495,(207) 736-2969,,,Dog Grooming,Winn,Yes
Soucie's Junk Yard,1012 Route 2,Winn,ME,04495,(207) 736-3500,,,Scrap Metal,Winn,No
St. Thomas Episcopal Church,14 Main St,Winn,ME,04495,(207) 736-2010,,,Religion,Winn,Yes
Williams Trucking,53 Phillips Rd,Winn,ME,04495,(207) 736-2041,,,Trucking,Winn,No
Winn Equipment & Parts Inc,1177 Route 2,Winn,ME,04495,(207) 736-2075,,,Welding/Equipment,Winn,Yes
Winn General Store,985 US-2,Winn,ME,04495,(207) 736-4068,,,General Store,Winn,Yes
Winn Service Center,1001 Route 2,Winn,ME,04495,(207) 736-4403,,,Auto/Diesel Repair,Winn,No
Experience Cannabis,100 River Rd,Lincoln,ME,04457,(207) 403-9204,,,Cannabis Dispensary,Lincoln,Yes
American Marijuana Cultivators,100 River Rd,Lincoln,ME,04457,(207) 403-9247,,,Cannabis Dispensary,Lincoln,Yes
Fire Pharms,293 W Broadway,Lincoln,ME,04457,(207) 449-6080,,,Cannabis Dispensary,Lincoln,Yes
Brothers Cannabis,222 W Broadway Unit 2,Lincoln,ME,04457,(207) 403-9095,,https://www.broscannabis.com,Cannabis Dispensary,Lincoln,Yes
Hazy Moose Craft Cannabis,22 Main St,Howland,ME,04448,(207) 732-7072,,https://hazymoose.com,Cannabis Dispensary,Howland,Yes
