Business Name,Street Address,City,State,Zip,Phone,Email,Website,Category,Town,SuitableForAds
Circle K (112 North St),112 North St,Houlton,ME,04730,(207) 532-3271,,https://www.circlek.com,Convenience Store/Gas,Houlton,Yes
Circle K (267 North St),267 North St,Houlton,ME,04730,(207) 532-2948,,https://www.circlek.com,Convenience Store/Gas,Houlton,Yes
Clark's Auto Sales,2136 Bangor Rd,Houlton,ME,04730,(207) 532-4009,,,Auto Sales,Houlton,Yes
Clukey's Auto Supply,323 North St,Houlton,ME,04730,(207) 532-7457,,http://www.clukeysauto.com,Auto Parts,Houlton,Yes
Cold Stone Creamery,290 North St,Houlton,ME,04730,(207) 521-0100,,,Ice Cream,Houlton,Yes
Cole's Shoe Store & Shoe Service Inc.,12 Kendall St,Houlton,ME,04730,(207) 532-2658,,,Shoe Store/Repair,Houlton,Yes
Cornerstone Baptist Church,16 Columbia St,Houlton,ME,04730,(207) 532-2200,,,Religion,Houlton,Yes
Country North Gifts,17 Market Sq,Houlton,ME,04730,(207) 532-7986,,,Gift Shop,Houlton,Yes
County Federal Credit Union,14 Court St,Houlton,ME,04730,(207) 532-0443,,https://countyfcu.org/,Credit Union,Houlton,Yes
"County Micro, Inc",73 Main St,Houlton,ME,04730,(207) 532-0009,hello@countymicro.com,,Computer Services,Houlton,Yes
County Tractor of Houlton,708 North St,Houlton,ME,04730,(207) 538-3155,,,Tractor/Equipment,Houlton,Yes
County Yankee Grocer,101 Military St,Houlton,ME,04730,(207) 532-6310,,,Grocery Store,Houlton,Yes
Crimps & Lites Salon,24 North St,Houlton,ME,04730,(207) 532-4465,,,Beauty Salon,Houlton,Yes
Daigle Oil Co.,50 Bangor St,Houlton,ME,04730,(207) 532-2225,info@daigleoil.com,https://daigleoil.com,Fuel/Heating Oil,Houlton,No
Daniel's Florist,29 Market Sq,Houlton,ME,04730,(207) 532-2041,,,Florist,Houlton,Yes
"Davis, Gates & Alward CPA's",25 Main St,Houlton,ME,04730,(207) 532-2722,,,Accounting,Houlton,Yes
Dead River Company,27 Bangor St,Houlton,ME,04730,(207) 532-3520,,https://deadriver.com,Fuel/Energy,Houlton,No
Divine Family Hair Studio,92 Bangor St,Houlton,ME,04730,(207) 538-2292,,,Hair Salon,Houlton,Yes
Doc's Place,289 North St,Houlton,ME,04730,(207) 532-4161,,,Gas Station/Convenience,Houlton,Yes
Dollar Tree,137 North St,Houlton,ME,04730,(207) 532-5150,,https://dollartree.com,Discount Retail,Houlton,Yes
Domino's Pizza,127 North St,Houlton,ME,04730,(207) 538-3131,,https://www.dominos.com,Restaurant,Houlton,Yes
Duff Service Station,306 Bangor St,Houlton,ME,04730,(207) 532-2061,duffsservice@gmail.com,,Gas Station,Houlton,Yes
Dunkin',246 North St,Houlton,ME,04730,(207) 532-5954,,https://dunkin.com,Coffee Shop,Houlton,Yes
Dunn Funeral Home,11 Park St,Houlton,ME,04730,(207) 532-7403,contact@dunnfuneral.com,https://www.dunnfuneral.com/,Funeral Home,Houlton,Yes
Eastern Maine Electric Co-op,133 Main St,Houlton,ME,04730,(207) 532-9821,,https://emec.com,Electric Utility,Houlton,No
F.A. Peabody,29 North St,Houlton,ME,04730,(207) 532-2291,info@fapeabody.com,https://fapeabody.com,Insurance/Real Estate,Houlton,Yes
Family Dollar,310 North St,Houlton,ME,04730,(207) 532-2469,,https://familydollar.com,Discount Retail,Houlton,Yes
First Baptist Church of Houlton,46 Court St,Houlton,ME,04730,(207) 532-3196,,,Religion,Houlton,Yes
First Choice Realty,108 Main St,Houlton,ME,04730,(207) 532-4037,houltonfirstchoice@gmail.com,https://firstchoicerealestate.com,Real Estate,Houlton,Yes
First Congregational Church,45 High St,Houlton,ME,04730,(207) 532-2621,,,Religion,Houlton,Yes
Full Gospel Assembly,200 Court St,Houlton,ME,04730,(207) 532-2414,,,Religion,Houlton,Yes
Gates Accounting,28 Court St,Houlton,ME,04730,(207) 532-6686,,,Accounting,Houlton,Yes
Good As New Thrift Shop,80 Main St,Houlton,ME,04730,(207) 532-0632,,,Thrift Shop,Houlton,Yes
Goodrich's Jewelry,300 North St,Houlton,ME,04730,(207) 532-3047,,,Jewelry,Houlton,Yes
Greater Houlton Christian Academy,19 Green St,Houlton,ME,04730,(207) 532-7676,office@ghca.com,https://ghca.com,Private School,Houlton,No
Greg's Garage,151 North St,Houlton,ME,04730,(207) 694-0505,,,Auto Repair,Houlton,No
Hair Works Studio,15 Court St,Houlton,ME,04730,(207) 532-4247,,,Hair Salon,Houlton,Yes
Hannaford Supermarket,121 North St,Houlton,ME,04730,(207) 532-0665,,https://hannaford.com,Grocery Store,Houlton,Yes
Harbison Plumbing & Heating,22 Court St,Houlton,ME,04730,(207) 532-3939,info@hphac.com,,Plumbing/Heating,Houlton,Yes
"Hatfield Realty Service, Inc.",72 Main St,Houlton,ME,04730,(207) 532-3500,,,Real Estate,Houlton,Yes
Heart to Heart Gift Shop,678 North St,Houlton,ME,04730,(207) 532-3562,,,Gift Shop,Houlton,Yes
Hogan Tire,45 Bangor St,Houlton,ME,04730,(207) 532-9501,,,Tire Sales/Service,Houlton,No
Houlton Christian Science Society,5 Heywood St,Houlton,ME,04730,(207) 532-9269,,,Religion,Houlton,Yes
Houlton Community Golf Club,32 Country Club Dr,Houlton,ME,04730,(207) 532-2662,houltongolf@gmail.com,https://houltongolf.com/,Golf Course,Houlton,Yes
Houlton Farms Dairy,125 Military St,Houlton,ME,04730,(207) 532-8027,,https://houltonfarmsdairy.com/,Dairy/Retail,Houlton,Yes
Houlton Market Square Shopping Center,6 Powers Ave,Houlton,ME,04730,(207) 532-9107,,,Shopping Center,Houlton,Yes
Houlton Powersports,381 North St,Houlton,ME,04730,(207) 532-4381,sales@ridenorthrecreation.com,https://www.ridenorthrecreation.com/,Powersports/ATV,Houlton,No
Houlton Regional Hospital,20 Hartford St,Houlton,ME,04730,(207) 532-2900,info@houltonregional.org,https://mainehealth.org/houlton-regional-hospital,Hospital,Houlton,Yes
"Houlton Stamp, Coins & Antiques",8 Market Sq,Houlton,ME,04730,(207) 227-2531,,,Stamps/Coins/Antiques,Houlton,Yes
Houlton United Methodist Church,57 Military St,Houlton,ME,04730,(207) 532-3332,,,Religion,Houlton,Yes
Houlton Water Company,21 Bangor St,Houlton,ME,04730,(207) 532-2259,sherman@hwco.org,https://hwco.org,Utility,Houlton,No
Houlton Wesleyan Church,18 Kelleran St,Houlton,ME,04730,(207) 532-9480,,,Religion,Houlton,Yes
Hy-Grow Organics,106 Main St,Houlton,ME,04730,(207) 521-5009,,,Organic Farm Supply,Houlton,No
Ivey's Motor Lodge,241 North St,Houlton,ME,04730,(207) 532-4206,,https://iveysmotorlodge.com,Motel,Houlton,Yes
JEI Sports of Maine,7A Park St,Houlton,ME,04730,(207) 532-1577,,,Sporting Goods,Houlton,Yes
KFC,127 North St,Houlton,ME,04730,(207) 532-6600,,https://www.kfc.com,Restaurant,Houlton,Yes
Katahdin Trust Co.,20 Katahdin Ln,Houlton,ME,04730,(207) 532-2241,customerservice@katahdintrust.com,https://katahdintrust.com,Bank/Finance,Houlton,Yes
Kingdom Hall of Jehovah's Witnesses,576 Smyrna St,Houlton,ME,04730,(207) 532-2761,,,Religion,Houlton,Yes
LDS Church (Houlton Branch),10 Pleasant St,Houlton,ME,04730,(207) 532-2810,,,Religion,Houlton,Yes
Label Shopper,128 North St,Houlton,ME,04730,(207) 532-1542,,,Discount Clothing,Houlton,Yes
Lincoln Agency LLC,44 Main St,Houlton,ME,04730,(207) 532-9222,,,Insurance,Houlton,Yes
Lisa's Hair Designs,152 Main St,Houlton,ME,04730,(207) 532-4211,,,Hair Salon,Houlton,Yes
Louisiana Pacific,240 Station Rd,Houlton,ME,04730,(207) 532-7361,,https://lpcorp.com,Manufacturing,Houlton,No
MACS Trading Post,54 North St,Houlton,ME,04730,(207) 532-9700,,,Variety Store,Houlton,Yes
Machias Savings Bank,138 North St,Houlton,ME,04730,(207) 532-7894,,https://machiasbank.com,Bank/Finance,Houlton,Yes
Main Street Fitness Inc,58 Main St,Houlton,ME,04730,(207) 532-2300,,,Fitness Center,Houlton,Yes
Marden's,137 North St,Houlton,ME,04730,(207) 532-5700,,https://mardens.com,Discount Retail,Houlton,Yes
Market Pizza,23 Market Sq,Houlton,ME,04730,(207) 521-5045,,,Restaurant,Houlton,No
McDonald's,110 North St,Houlton,ME,04730,(207) 532-9500,,https://www.mcdonalds.com,Restaurant,Houlton,Yes
Military Street Baptist Church,307 Military St,Houlton,ME,04730,(207) 532-2783,,,Religion,Houlton,Yes
Mini Music Shop,73 Main St,Houlton,ME,04730,(207) 532-4300,,,Music Store,Houlton,Yes
Modern Beauty Salon,48 Main St,Houlton,ME,04730,(207) 532-2001,,,Beauty Salon,Houlton,Yes
Mooers Realty,14 Kendall St,Houlton,ME,04730,(207) 532-7900,info@mooersrealty.com,https://mooersrealty.com,Real Estate,Houlton,Yes
NAPA Auto Parts,19 Bangor St,Houlton,ME,04730,(207) 532-3871,,,Auto Parts,Houlton,Yes
O'Reilly Auto Parts,125 North St,Houlton,ME,04730,(207) 521-0153,,https://www.oreillyauto.com,Auto Parts,Houlton,Yes
Pastry Corner,51 Bangor St,Houlton,ME,04730,(207) 521-0026,,,Bakery,Houlton,Yes
Pioneer Broadband,34 Military St,Houlton,ME,04730,(866) 335-1254,sales@pioneerbroadband.net,https://pioneerbroadband.net,Internet/Telecom,Houlton,Yes
Pizza Hut,136 North St,Houlton,ME,04730,(207) 532-9002,,https://www.pizzahut.com,Restaurant,Houlton,Yes
Porter's Cash Fuel,1678 US Hwy 1,Houlton,ME,04730,(207) 532-7557,,,Fuel/Gas Station,Houlton,No
Priority Auto Sales,63 North St,Houlton,ME,04730,(207) 532-7422,,,Auto Sales,Houlton,Yes
Putnam House,14 Green St,Houlton,ME,04730,(207) 532-2442,,,Senior Center,Houlton,Yes
Rather-B-Quilting,224 B Rd,Houlton,ME,04730,(207) 532-9229,,,Quilting/Crafts,Houlton,Yes
Riversbend Paddle Co.,431 Bangor St,Houlton,ME,04730,(863) 273-2090,bookings@riversbendpaddle.com,https://riversbendpaddle.com,Recreation,Houlton,No
S.W. Collins,168 North St,Houlton,ME,04730,(207) 532-0864,marketing@swcollins.com,https://swcollins.com,Building Materials,Houlton,Yes
Sadie's Bakery,Market Square,Houlton,ME,04730,(207) 532-7986,,,Bakery,Houlton,Yes
Sage Financial,15 Kendall St,Houlton,ME,04730,(207) 532-0880,,,Financial Services,Houlton,Yes
Salvation Army,12 Court St,Houlton,ME,04730,(207) 532-2322,,,Religion,Houlton,Yes
Salvation Army Family Thrift Store,65 Main St,Houlton,ME,04730,(207) 521-0230,,,Religious Thrift,Houlton,Yes
Scottish Inn,239 Bangor St,Houlton,ME,04730,(207) 532-1800,,http://hifranchise.com,Motel,Houlton,Yes
Serendipitous Dragonfly,79 Main St,Houlton,ME,04730,(207) 532-3567,,,Retail,Houlton,Yes
Sherwin Williams,180 North St,Houlton,ME,04730,(207) 532-4600,,https://sherwin-williams.com,Paint/Hardware,Houlton,Yes
Shiretown Baptist Church,4 Randall Ct,Houlton,ME,04730,(207) 532-2288,,,Religion,Houlton,Yes
Shiretown Coins,37 Market Sq,Houlton,ME,04730,(207) 532-2647,,,Coins/Collectibles,Houlton,Yes
Shiretown Inn & Suites,282 North St,Houlton,ME,04730,(207) 532-4431,info@shiretowninnandsuites.com,https://shiretowninnandsuites.com,Hotel,Houlton,Yes
Shiretown Stove & Outdoor Living,20 Court St,Houlton,ME,04730,(207) 538-8899,,,Stoves/Outdoor,Houlton,Yes
Sleepy Hollow Bed & Breakfast,134 Main St,Houlton,ME,04730,(207) 532-7493,,,B&B,Houlton,Yes
Sloat's Machining & Fabrication,170 Bangor St,Houlton,ME,04730,(207) 532-4594,,,Machining/Fabrication,Houlton,No
Smith Bros. Plumbing & Heating,32 High St,Houlton,ME,04730,(207) 532-9271,,,Plumbing/Heating,Houlton,Yes
St. Mary of the Visitation Catholic Church,110 Military St,Houlton,ME,04730,(207) 532-2871,,,Religion,Houlton,Yes
Star Dust Motel,672 North St,Houlton,ME,04730,(207) 532-6700,stardust@mfx.net,http://stardustmotel.biz,Motel,Houlton,Yes
State Farm Insurance,5 Bangor St,Houlton,ME,04730,(207) 532-4211,,https://statefarm.com,Insurance,Houlton,Yes
Steelstone Industries,45 Bangor St,Houlton,ME,04730,(207) 532-2221,,,Manufacturing,Houlton,No
Subway,289 North St,Houlton,ME,04730,(207) 532-6233,,https://www.subway.com,Restaurant,Houlton,Yes
Swallow Electric,23 Bangor St,Houlton,ME,04730,(207) 532-2233,,,Electrical Contractor,Houlton,Yes
Tang's Chinese Cuisine,60 North St,Houlton,ME,04730,(207) 532-9981,,,Restaurant,Houlton,No
Tate & Lyle,2 Mill Rd,Houlton,ME,04730,(207) 532-9311,,https://tateandlyle.com,Food Manufacturing,Houlton,No
Temple Theater,20 Market Sq,Houlton,ME,04730,(207) 532-2600,movies@templehoulton.com,https://templehoulton.com,Movie Theater,Houlton,Yes
The Country Co-op and Farm Store,53 Main St,Houlton,ME,04730,(207) 521-5284,,,Farm Supply/Grocery,Houlton,Yes
Thompson Oil Co,Bangor Rd,Houlton,ME,04730,(207) 532-0000,,,Fuel Service,Houlton,No
Tim Hortons,290 North St,Houlton,ME,04730,(207) 521-0100,,https://www.timhortons.com,Restaurant,Houlton,Yes
Tractor Supply,337 North St,Houlton,ME,04730,(207) 532-3625,,https://www.tractorsupply.com,Retail,Houlton,Yes
Tulgey Wood Emporium,11 Court St,Houlton,ME,04730,(207) 521-5047,,,Retail,Houlton,Yes
Uncle Willy's Candy Shoppe,60 Main St,Houlton,ME,04730,(207) 532-3640,,,Candy Store,Houlton,Yes
Unitarian Society of Houlton,61 Military St,Houlton,ME,04730,(207) 532-3320,,,Religion,Houlton,Yes
United Construction & Forestry / United Ag & Turf,106 North St,Houlton,ME,04730,(207) 532-6517,,,Equipment Sales,Houlton,Yes
Varney Agency,65 Main St,Houlton,ME,04730,(207) 532-7571,,,Insurance,Houlton,Yes
Volumes Book Store,75 Bangor St,Houlton,ME,04730,(207) 532-7727,,,Bookstore,Houlton,Yes
WBCQ Radio,25-B Bangor St,Houlton,ME,04730,(207) 532-3600,,,Radio Station,Houlton,Yes
Wal-Mart #1974,136 North St,Houlton,ME,04730,(207) 532-6900,,https://walmart.com,Retail,Houlton,Yes
Ward Cedar Log Homes,34 Bangor St,Houlton,ME,04730,(207) 532-6531,info@wardcedarloghomes.com,https://wardcedarloghomes.com,Log Home Manufacturer,Houlton,No
Weston's Mobil,132 Military St,Houlton,ME,04730,(207) 532-9566,,,Gas Station,Houlton,Yes
Wiggy's Trading Post,16 Bangor St,Houlton,ME,04730,(207) 532-2189,,,Antiques/Variety,Houlton,Yes
York's of Houlton,19 Market Sq,Houlton,ME,04730,(207) 532-6544,,,Bookstore/Office Supply,Houlton,Yes
Binotto's Farm Stand,686 Sherman St,Island Falls,ME,04747,(207) 463-2851,,,Farm Stand,Island Falls,No
Birch Point Campground & Cottages,33 Birch Point Ln,Island Falls,ME,04747,(207) 463-2213,edpoint@pivot.net,https://birchpointcampground.com,Campground/Lodging,Island Falls,No
Bishop's Market,1 Burleigh St,Island Falls,ME,04747,(207) 463-2301,,,Grocery,Island Falls,Yes
Bowers Funeral Home,54 Sherman St,Island Falls,ME,04747,(207) 532-3333,,,Funeral Home,Island Falls,Yes
Daigle Oil Co (Island Falls),Crystal Rd,Island Falls,ME,04747,(207) 463-2296,,https://daigleoil.com,Fuel/Heating Oil,Island Falls,No
Island Falls Animal Health Clinic,1255 Crystal Rd,Island Falls,ME,04747,(207) 463-2244,IFAHC@protonmail.com,,Veterinary,Island Falls,Yes
Island Falls One Stop,1081 Crystal Rd,Island Falls,ME,04747,(207) 463-2232,,,Gas Station/Convenience,Island Falls,Yes
Island Falls Opera House Inn & Lounge,69 Burleigh St,Island Falls,ME,04747,(207) 694-2740,,,Lodging/Restaurant,Island Falls,No
Jerry's Food Store / Jerry's Thriftway,63 Houlton St (Houlton Rd),Island Falls,ME,04747,(207) 463-2828,jerrysfoodstore848@hotmail.com,https://www.jerrysfoodstore.com/,Grocery/Hardware,Island Falls,Yes
Katahdin Federal Credit Union,1068 Crystal Rd,Island Falls,ME,04747,(207) 463-2251,info@katahdinfcu.org,https://katahdinfcu.org,Credit Union,Island Falls,Yes
Katahdin Trust Company,1007 Crystal Rd,Island Falls,ME,04747,(207) 463-2228,support@katahdintrust.com,https://katahdintrust.com,Bank,Island Falls,Yes
Katahdin Valley Health Center - Island Falls,1255 Crystal Rd,Island Falls,ME,04747,(207) 463-2244,,https://kvhc.org,Health Center,Island Falls,Yes
Mimi's Cook Nook,5 Nina Sawyer Ln,Island Falls,ME,04747,(207) 538-7386,,,Restaurant,Island Falls,No
North Gate Grill,22 Houlton Rd,Island Falls,ME,04747,(207) 463-5012,,,Restaurant,Island Falls,No
Northern Katahdin Valley Solid Waste,146 Dyer Brook Rd,Dyer Brook (near Island Falls),ME,04747,(207) 757-8700,,,Waste Disposal,Island Falls,No
Porter's Garage,1149 Crystal Rd,Island Falls,ME,04747,(207) 463-2255,,,Gas Station/Repair,Island Falls,Yes
Sewall House Yoga Retreat,1027 Crystal Rd,Island Falls,ME,04747,(207) 463-3344,info@sewallhouse.com,https://sewallhouse.com,Yoga Retreat,Island Falls,Yes
St. Agnes Catholic Church,76 Sewall St,Island Falls,ME,04747,(207) 532-2871,,,Religion,Island Falls,Yes
The Wood Shop,144 Walker Settlement Rd,Island Falls,ME,04747,(207) 463-2232,mainewoodshop207@gmail.com,,Custom Furniture/Signs,Island Falls,Yes
United Baptist Church,Burleigh St,Island Falls,ME,04747,(207) 463-2224,,,Religion,Island Falls,Yes
Va-Jo-Wa Golf Course,142 Walker Settlement Rd,Island Falls,ME,04747,(207) 463-2128,vajowa.golfcourse@gmail.com,https://vajowa-golf-course.com,Golf Course,Island Falls,Yes
Whittier Congregational Church,Whittier Rd,Island Falls,ME,04747,(207) 463-2208,,,Religion,Island Falls,Yes
Aurora Mills and Farm,408 Burton Rd,Linneus,ME,04730,(207) 521-0094,auroramills@pwless.net,https://auroramillsandfarm.com,Organic Farm/Mill,Linneus,No
Brown's Appliance Service,2094 Bangor Rd,Linneus,ME,04730,(207) 532-2511,,,Appliance Service,Linneus,Yes
Canine Equine Inn,1672 Bangor Rd,Linneus,ME,04730,(207) 542-9660,,,Pet Boarding,Linneus,Yes
