Business Name,Street Address,City,State,Zip,Phone,Email,Website,Category,Town,SuitableForAds
Caribou Laundry & Dry Cleaning,31 Sweden St,Caribou,ME,04736,(207) 498-6144,hedrichllc@gmail.com,https://opengovca.com/place/ChIJM8e_tVK4vEwRd9bIRktSfKU,Dry Cleaner,Caribou,Yes
Caribou Parks & Recreation Department,55 Bennett Dr,Caribou,ME,04736,(207) 493-4224,,https://cariboumaine.org,Government,Caribou,No
Caribou Police Department,25 High St,Caribou,ME,04736,(207) 493-4201,policechief@cariboumaine.org,https://cariboumaine.org,Police,Caribou,No
Caribou Public Library,30 High St,Caribou,ME,04736,(207) 493-4214,librarydirector@cariboumaine.org,https://cariboumaine.org,Library,Caribou,Yes
Caribou Rehab & Nursing Center,10 Bernadette St,Caribou,ME,04736,(207) 498-3102,,https://caribourehab.com,Healthcare,Caribou,Yes
Caribou Seventh-day Adventist Church,650 Main St,Caribou,ME,04736,(207) 768-6251,caribousdafellowship@gmail.com,https://cariboume.adventistchurch.org/,Religion,Caribou,Yes
Caribou Sub Shop,264 Sweden St,Caribou,ME,04736,(207) 498-6021,,https://www.themainemenu.com/businesses/cindys-sub-shop/,Restaurant,Caribou,No
Caribou Town Office,25 High St,Caribou,ME,04736,(207) 493-3324,dbrissette@cariboumaine.org,https://cariboumaine.org,Government,Caribou,No
Caribou UU Congregation,3 Grove St,Caribou,ME,04736,(207) 496-5683,,https://www.unitedstateschurches.com/denominations/unitarian-universalist/maine/,Religion,Caribou,Yes
Caribou Veterinary Clinic,31 Herschel St,Caribou,ME,04736,(207) 498-3873,,https://www.wellness.com/dir/2891976/animal-hospital/me/caribou/caribou-veterinary-clinic,Veterinary,Caribou,Yes
Caribou Ward (LDS),67 Paris Snow Dr,Caribou,ME,04736,(207) 492-4381,,https://www.archives.com/genealogy/records-maine.html,Religion,Caribou,Yes
Cary Medical Center,163 Van Buren Rd,Caribou,ME,04736,(207) 498-3111,,https://carymedicalcenter.org,Hospital,Caribou,Yes
Chadwick-BaRoss,314 Main St,Caribou,ME,04736,(207) 498-2547,,https://www.smhgroup-us.com/location-chadwick-baross-caribou.htm,Building Materials,Caribou,Yes
Cindy's Sub Shop,264 Sweden St,Caribou,ME,04736,(207) 498-2525,,https://www.allbiz.com/business/nancy-thibodeau-207-498-2525,Restaurant,Caribou,No
Circle K,89 High St,Caribou,ME,04736,(207) 492-1701,,https://www.circlek.com,Convenience Store/Gas,Caribou,Yes
Circle K / Irving Oil,35 Bennett Dr,Caribou,ME,04736,(207) 498-6474,,https://circlek.com,Gas Station,Caribou,Yes
Circle K / On the Run,1117 Bennett Dr,Caribou,ME,04736,(207) 498-3655,,https://www.circlek.com,Convenience Store/Gas,Caribou,Yes
Clukey's Parts & Equipment,118 Bennett Dr,Caribou,ME,04736,(207) 498-2707,,https://www.bizarchive.com/business/clukeys-parts-equipment-inc-caribou,Equipment,Caribou,Yes
County Cuts,539 Main St,Caribou,ME,04736,(207) 492-1102,,https://www.cybo.com/US-biz/alphies-barber-shop,Barber Shop,Caribou,Yes
County Sports Inc.,285 Sweden St,Caribou,ME,04736,(207) 492-6072,countysports1@maine.rr.com,https://www.countysportsinc.com/,Sporting Goods,Caribou,Yes
Crown Veterinary Services,160 Access Hwy,Caribou,ME,04736,(207) 498-2941,,https://www.weather.gov/car/,Veterinarian,Caribou,Yes
David Soucy Attorney,144 Sweden St,Caribou,ME,04736,(207) 493-3144,ronald.daigle@co.lincoln.wa.us,https://www.allbiz.com/business/judiciary-courts-of-the-state-of-maine_26p-207-493-3144,Legal,Caribou,Yes
Dollar General,88 Sweden St,Caribou,ME,04736,(207) 401-5223,digitalcare@dollargeneral.com,https://dollargeneral.com,Retail,Caribou,Yes
Dollar Tree,124 Bennett Dr,Caribou,ME,04736,(207) 498-2010,,https://dollartree.com,Retail,Caribou,Yes
Dunkin',43 Bennett Dr,Caribou,ME,04736,(207) 498-2032,,https://dunkindonuts.com,Coffee Shop,Caribou,Yes
Evergreen Lanes,60 Access Hwy,Caribou,ME,04736,(207) 498-8687,,https://usarestaurants.info/explore/united-states/maine/aroostook-county/caribou/evergreen-lanes-featuring-the-rendezvous-restaurant-207-498-8687.htm,Bowling/Restaurant,Caribou,No
F.A. Peabody Insurance,25 Sweden St STE C,Caribou,ME,04736,(207) 498-2523,,https://www.cityunwrapped.com/travel-insurance/maine-travel-insurance/,Insurance,Caribou,Yes
Faith Lutheran Church,18 Sweden St Ste 3,Caribou,ME,04736,(207) 498-8349,,https://www.joinmychurch.com/churches/Faith-Lutheran-Church-Caribou-Maine-United-States/142506,Religion,Caribou,Yes
Family Dental Care Caribou,1 Birdseye Ave,Caribou,ME,04736,(207) 492-4841,lrichards@carymed.org,https://www.deltadental.com/member/find-a-dentist/maine/caribou-dentists/,Dental,Caribou,Yes
Family Dollar,30-42 Skyway Dr,Caribou,ME,04736,(207) 760-4219,,https://familydollar.com,Retail,Caribou,Yes
Fox Den Tattoo,342 Sweden St # B,Caribou,ME,04736,(207) 227-2804,,https://www.tattooed.co/shop/10386/fox-den-tattoo/,Tattoo Shop,Caribou,Yes
Frederick's Southside Restaurant,507 Main St,Caribou,ME,04736,(207) 498-3464,,http://frederick-s-southside.edan.io,Restaurant,Caribou,No
Frontier Pharmacy,153 Bennett Dr,Caribou,ME,04736,(207) 493-7771,,https://myfrontierpharmacy.com,Pharmacy,Caribou,Yes
Gagnon's Auto & RV Sales Inc.,500 Main St,Caribou,ME,04736,(888) 621-8937,info@gagnon-inc.com,https://gagnon-inc.com/,Auto Dealer,Caribou,Yes
Gallagher Insurance Agency,562 Main St,Caribou,ME,04736,(207) 498-8775,,https://www.intelius.com/phone/1-207-498-8775/,Insurance,Caribou,Yes
Gifts Galore,159 Bennett Dr,Caribou,ME,04736,(207) 492-2394,,https://umaine.edu/undiscoveredmaine/aroostook-county-maine/central-aroostook/welcome-to-caribou/caribou-shops-services/,Gift Shop,Caribou,Yes
Gills Point S Tire & Auto,84 Water St,Caribou,ME,04736,(207) 492-1500,,https://gillspointstire.com,Auto Repair,Caribou,No
Gray Memorial United Methodist Church,2 Prospect St,Caribou,ME,04736,(207) 498-2103,,https://bukutelepon.cybo.com/US/caribou/gereja/,Religion,Caribou,Yes
Greenhouse Restaurant,19 Main St,Caribou,ME,04736,(207) 498-3733,info@caribouinn.com,https://bestwestern.com,Restaurant,Caribou,No
Griffeth Ford,16 Access Hwy,Caribou,ME,04736,(888) 426-6143,s.bradley@griffethford.com,https://griffethford.com,Auto Dealer,Caribou,Yes
Griffeth Mitsubishi,16 Access Hwy,Caribou,ME,04736,(207) 496-3111,ds@maineautomall.com,https://www.maineautomall.com/find-a-car-dealer/,Auto Dealer,Caribou,Yes
H&R Block,658 Main St Ste 3,Caribou,ME,04736,(207) 498-2561,,http://www.financialadvisoryfirms.com/H_and_R_Block_Accounting-_Auditing-_and_Bookkeeping_Services_in_Caribou_Maine_39802,Tax Preparation,Caribou,Yes
Hair Affair,169 High St STE C,Caribou,ME,04736,(207) 493-4470,,https://www.fresha.com/lp/en/bt/beauty-salons/in/us-rural-maine,Beauty Salon,Caribou,Yes
Haney's Building Specialties,236 Van Buren Rd,Caribou,ME,04736,(207) 492-1323,,https://www.mystore411.com/store/list_state/692/Maine/KitchenAid-store-locations,Building Supplies,Caribou,Yes
Hannaford Supermarket & Pharmacy,114 High St,Caribou,ME,04736,(207) 498-8824,,https://hannaford.com,Grocery Store,Caribou,Yes
Heidi Silver Attorney,14 Access Hwy,Caribou,ME,04736,(207) 496-3792,,https://mainelegislature.org/doc/4133,Legal,Caribou,Yes
Highway Tire Inc.,470 Main St,Caribou,ME,04736,(207) 496-5843,highwaytireandauto@gmail.com,https://highwaytireinc.com,Auto Tires,Caribou,Yes
Holy Rosary Church,34 Vaughn St,Caribou,ME,04736,(207) 498-2536,ppb@portlanddiocese.org,https://catholicmasstime.org/church/holy-rosary/15034/,Religion,Caribou,Yes
Home Sweet Salon,203 Sweden St,Caribou,ME,04736,(207) 498-2229,,https://www.fresha.com/lp/en/bt/beauty-salons/in/us-rural-maine,Beauty Salon,Caribou,Yes
Jade Palace Restaurant,30 Skyway Dr,Caribou,ME,04736,(207) 498-3648,,https://umaine.edu/undiscoveredmaine/destinations/dining/international/,Restaurant,Caribou,No
Jehovah's Witnesses Kingdom Hall,596 Sweden St,Caribou,ME,04736,(207) 493-7791,,https://www.mylife.com/mona-michael/e498103426650,Religion,Caribou,Yes
Katahdin Trust Company,105 Bennett Dr,Caribou,ME,04736,(207) 498-3131,customerservice@katahdintrust.com,https://katahdintrust.com,Bank,Caribou,Yes
KeyBank,144 High St,Caribou,ME,04736,(207) 492-2151,,https://key.com,Bank,Caribou,Yes
Kieffer Real Estate,101 High St,Caribou,ME,04736,(207) 498-2900,,https://www.landsearch.com/properties/highlanding-camps-quimby-me-04768/4804199,Real Estate,Caribou,Yes
Lancaster-Morgan Funeral Home,11 Clover St,Caribou,ME,04736,(207) 492-2171,dhunter@lancastermorgan.com,https://lancastermorgan.com,Funeral Home,Caribou,Yes
Leo & Sons CITGO,521 Main St,Caribou,ME,04736,(207) 498-3425,,https://www.horoscope.com/zodiac-signs/leo,Gas Station & Auto Repair,Caribou,No
Machias Savings Bank,142 Bennett Dr,Caribou,ME,04736,(207) 498-6014,,https://machiassavings.bank,Bank,Caribou,Yes
Maine Veterans' Homes - Caribou,163 Van Buren Rd Suite 2,Caribou,ME,04736,(207) 498-6074,info@mainevets.org,https://maineveteranshomes.org,Healthcare,Caribou,Yes
Matthew Hunter Attorney,303 Sweden St,Caribou,ME,04736,(207) 492-2138,office@sanfordlaw.com,https://solmanhunter.com,Legal,Caribou,Yes
McDonald's,127 Bennett Dr,Caribou,ME,04736,(207) 498-2181,,https://mcdonalds.com,Restaurant,Caribou,Yes
Mike's Quik Stop & Deli,907 Presque Isle Rd,Caribou,ME,04736,(207) 498-3790,,https://www.mystore411.com/store/list_state/2259/Maine/US-Cellular-store-locations,Convenience Store,Caribou,Yes
Monica's Scandinavian Imports,176 Sweden St,Caribou,ME,04736,(207) 493-4600,monicasimports@myfairpoint.net,https://www.callersmart.com/ME/Caribou/207-493-4,Gift Shop,Caribou,Yes
NAPA Auto Parts (Coastal Auto Parts),16A Access Hwy,Caribou,ME,04736,(207) 532-2100,,https://www.napaonline.com,Auto Parts,Caribou,Yes
Neale Adams Attorney,144 Sweden St,Caribou,ME,04736,(207) 498-2557,ndistrictattorney@cumberlandcounty.org,https://www.maineprosecutorsassociation.org/districts,Legal,Caribou,Yes
Norseman Barbering Company,118 Bennett Dr,Caribou,ME,04736,(207) 493-1021,,https://www.truthfinder.com/people-search/angela-violette/,Barber Shop,Caribou,Yes
North Country Animal Hospital,156 Main St,Caribou,ME,04736,(207) 492-4651,NCAH@yourvetdoc.com,https://www.northcountryanimalhospital.net,Veterinary,Caribou,Yes
Northeastern Supply Co,441 Main St,Caribou,ME,04736,(207) 496-3011,,https://www.govcb.com/government-vendors/profile-SAM00000000001558473-northeastern-supply-co-Caribou-ME.htm,Gas Station,Caribou,Yes
Northern Light Primary Care - Caribou,118 Bennett Dr Suite 130,Caribou,ME,04736,(207) 498-3476,,https://northernlighthealth.org,Healthcare,Caribou,Yes
Northern Light Walk-In Care - Caribou,118 Bennett Dr,Caribou,ME,04736,(207) 498-3502,,https://northernlighthealth.org,Healthcare,Caribou,Yes
Northern Maine Brewing Company,22 Main St,Caribou,ME,04736,(207) 492-2185,,https://www.nmbrewco.com,Restaurant,Caribou,No
Northern Maine Dental,14 Access Highway Suite 4,Caribou,ME,04736,(207) 492-9521,,https://northernmainedental.com/,Dental,Caribou,Yes
Northern Maine General,21 Aldrich Dr,Caribou,ME,04736,(207) 492-1036,,https://nmgeneral.org,Retail,Caribou,Yes
Noyes Flower & Plant Shoppe,11 Franklin St,Caribou,ME,04736,(207) 498-2296,noyesflowers@gmail.com,https://noyesflowers.square.site,Florist,Caribou,Yes
Nylander Museum,657 Main St,Caribou,ME,04736,(207) 493-4209,info@cariboumaine.org,https://nylandermuseum.com,Museum,Caribou,Yes
Old Iron Inn Bed & Breakfast,155 High St,Caribou,ME,04736,(207) 492-4766,kateandkevin@oldironinn.com,https://oldironinn.com,Bed & Breakfast,Caribou,Yes
Optix,137 Bennett Dr,Caribou,ME,04736,(207) 493-3329,,https://www.2findlocal.com/l/n1t4083-caribou-me,Retail,Caribou,Yes
Par & Grill,6 Carroll St,Caribou,ME,04736,(207) 492-0988,,https://parngrill.com,Restaurant,Caribou,No
Phil's Florist & Greenhouses,358 Washburn St,Caribou,ME,04736,(207) 492-4241,,https://www.flowerslist.us/company-phils-florist-greenhouses-in-caribou-26090,Florist/Greenhouse,Caribou,Yes
Pines Dental,163 Van Buren Rd,Caribou,ME,04736,(207) 498-1314,webmaps-revolution@yandex-team.ru,https://yandex.com/maps/org/pines_dental/217230933664/,Dental,Caribou,Yes
Pines Health Services - Caribou Health Center,74 Access Highway,Caribou,ME,04736,(207) 498-2356,,https://pineshealth.org,Healthcare,Caribou,Yes
Pizza Hut,149 Bennett Dr,Caribou,ME,04736,(207) 498-8523,,https://pizzahut.com,Restaurant,Caribou,Yes
Plourde Furniture Co.,150 Bennett Dr,Caribou,ME,04736,(207) 496-3521,katie@plourdefurniturecompany.com,https://www.plourdefurniturecompany.com,Furniture,Caribou,Yes
Priority Tractor & Equipment,323 Sweden St,Caribou,ME,04736,(207) 498-2549,sales@prioritytractor.com,https://www.prioritytractor.com,Equipment,Caribou,Yes
Progressive Realty,45 Bennett Dr,Caribou,ME,04736,(207) 498-3848,,https://progressiverealty.net,Real Estate,Caribou,Yes
Quality Inn & Suites,30 Access Hwy,Caribou,ME,04736,(207) 493-3311,,https://www.carymedicalcenter.org/helpful-information/for-our-patients/accommodations/,Hotel,Caribou,Yes
Reno's Family Restaurant,117 Sweden St,Caribou,ME,04736,(207) 496-5331,,https://renosfamilyrestaurant.com,Restaurant,Caribou,No
Richard Solman Attorney,709 Main St,Caribou,ME,04736,(207) 496-3031,,https://solmanhunter.com,Legal,Caribou,Yes
Ride North Harley-Davidson,11 Laurette St,Caribou,ME,04736,(207) 496-3211,ubmpresident2021@gmail.com,https://ubm-usa.org/motorcycle-inspection/,Motorcycle Dealer,Caribou,Yes
Rite Aid / Walgreens Pharmacy,112 Bennett Dr,Caribou,ME,04736,(207) 498-8735,hello@riteaid.com,https://riteaid.com,Pharmacy,Caribou,Yes
Rose's Shear Magic,46 Sweden St,Caribou,ME,04736,(207) 492-1200,,https://northernmainedental.com/,Beauty Salon,Caribou,Yes
Ruska Coffee Co.,98 Sweden St,Caribou,ME,04736,(207) 493-1616,,https://ruskacoffee.com,Coffee Shop,Caribou,Yes
Russell's Motel,357 Main St,Caribou,ME,04736,(207) 498-2567,,https://visitmaine.com/organization/russells-motel/4076/,Motel,Caribou,Yes
Russell-Clowes Insurance,562 Main St,Caribou,ME,04736,(207) 496-6061,,https://caribou-me.thedealpages.com/,Insurance,Caribou,Yes
S.W. Collins Co.,6 Washburn St,Caribou,ME,04736,(207) 496-6723,marketing@swcollins.com,https://swcollins.com,Hardware Store,Caribou,Yes
Sacred Heart Church,1143 Van Buren Rd,Caribou,ME,04736,(207) 498-2763,ppb@portlanddiocese.org,https://www.catholicchurchtimes.com/church/6a6d6540-05ac-4ed8-8374-0355ca5219a5,Religion,Caribou,Yes
Saint Luke's Episcopal Church,650 Main St,Caribou,ME,04736,(207) 492-4211,,https://maineseniorguide.com/member/aroostook-episcopal-cluster/,Religion,Caribou,Yes
Save-A-Lot,42 Skyway Dr,Caribou,ME,04736,(207) 498-2600,,https://savealot.com,Grocery,Caribou,Yes
Sean Duplessie - State Farm Insurance,15 Sweden St Suite 2,Caribou,ME,04736,(207) 493-3252,,https://www.statefarm.com/agent/ME/Caribou,Insurance,Caribou,Yes
Serenity Beauty Spa,11 Summer St,Caribou,ME,04736,(207) 492-2027,,https://visitaroostook.webflow.io/listing/serenity-beauty-spa,Day Spa,Caribou,Yes
Shear Precision,159 Bennett Dr,Caribou,ME,04736,(207) 492-7711,,https://www.fresha.com/lp/en/bt/beauty-salons/in/us-rural-maine,Beauty Salon,Caribou,Yes
Shell,669 Main St,Caribou,ME,04736,(207) 496-8111,,https://www.shell.com,Gas Station,Caribou,Yes
Sherwin-Williams Paint Store,118 Bennett Dr #180,Caribou,ME,04736,(207) 493-3150,,https://www.sherwin-williams.com,Paint,Caribou,Yes
Sizzle & Slice Restaurant / Bar,30 Skyway Dr Unit 300,Caribou,ME,04736,(207) 496-3400,frenchvilleatvclub@gmail.com,https://www.atvmaine.org/clubs/frenchville-atv-riders/,Restaurant,Caribou,No
Sleeper's Market,99 Lyndon St,Caribou,ME,04736,(207) 498-8181,,https://sleepersmarket.com,Grocery Store,Caribou,Yes
Solid Rock Worship Center (United Pentecostal),133 Fort Fairfield Rd,Caribou,ME,04736,(207) 492-2436,tuthman64@hotmail.com,https://www.list-maine.com/craigslist/general-merchandise/general-and-misc-merchandise,Religion,Caribou,Yes
Subway,137 Bennett Dr,Caribou,ME,04736,(207) 493-4520,,https://www.subway.com,Restaurant,Caribou,Yes
TD Bank,14 Sweden St,Caribou,ME,04736,(207) 498-2521,,https://www.td.com,Bank,Caribou,Yes
The Caribou Theater,66 Sweden St,Caribou,ME,04736,(207) 493-3013,cariboutheatres@yahoo.com,https://www.cariboutheater.com,Theater,Caribou,Yes
The Cubby Thriftstore,40 Sweden St,Caribou,ME,04736,(207) 496-0600,,https://www.hopeandjusticeproject.org/support-services/,Thrift Shop,Caribou,Yes
The Pet Vet,187 Bailey Rd,Caribou,ME,04736,(207) 498-2930,,https://clustrmaps.com/person/Brown-6a1gpm,Veterinarian,Caribou,Yes
Thistle Shop & Design,26 Garden Cir,Caribou,ME,04736,(207) 498-1000,,https://www.florist4us.com/florists/me_others_florists.shtml,Florist,Caribou,Yes
Thomas Pelletier Attorney,43 Hatch Dr,Caribou,ME,04736,(207) 498-6428,,https://www.justia.com/lawyers/maine/limestone,Legal,Caribou,Yes
Threads of Hope Outlet (Catholic Charities),14 Old Van Buren Rd,Caribou,ME,04736,(207) 493-8919,,https://www.ccmaine.org/thrift-store,Religious Thrift,Caribou,Yes
Thrive Body Spa,73 Sweden St,Caribou,ME,04736,(207) 496-0700,,https://www.thrivebodyspa.com,Day Spa,Caribou,Yes
Tim Hortons,109 Bennett Dr,Caribou,ME,04736,(207) 493-7009,,https://www.timhortons.com,Restaurant,Caribou,Yes
Todd Collins Attorney,144 Sweden St,Caribou,ME,04736,(207) 498-2557,,https://aroostook.me.us/contact-us/,Legal,Caribou,Yes
