"Business Name","Street Address","City","State","Zip","Phone","Email","Category","Town"
"Life Style Fitness Center","899 Central St","Millinocket","ME","04462","207-723-6450","","Fitness Center","Millinocket"
"Magic City Real Estate","47 Bowdoin St","Millinocket","ME","04462","207-447-1000","","Real Estate","Millinocket"
"Mainely Photos","353 Penobscot Ave","Millinocket","ME","04462","207-723-5465","","Photography","Millinocket"
"Marie's Hair Design","482 Penobscot Ave","Millinocket","ME","04462","207-723-9336","","Beauty Salon","Millinocket"
"McDonald's","1 Sycamore St","Millinocket","ME","04462","207-723-4900","","Restaurant","Millinocket"
"Melvin F Ferland Jewelry","234 Penobscot Ave","Millinocket","ME","04462","207-723-8207","","Jewelry","Millinocket"
"Memories Of Maine Gallery","80 Penobscot Ave","Millinocket","ME","04462","207-723-4834","","Art Gallery","Millinocket"
"Millinocket Floral Shop","97 Penobscot Ave","Millinocket","ME","04462","207-723-9016","","Florist","Millinocket"
"Millinocket House of Pizza","782 Central St","Millinocket","ME","04462","207-723-4528","","Restaurant","Millinocket"
"Millinocket Insurance Agency","204 Penobscot Ave","Millinocket","ME","04462","207-723-5461","","Insurance","Millinocket"
"Millinocket Irving Mainway","719 Central St","Millinocket","ME","04462","207-723-8964","","Convenience Store","Millinocket"
"Millinocket Memorial Library","5 Maine Ave","Millinocket","ME","04462","207-723-7020","","Library","Millinocket"
"Millinocket Regional Hospital","200 Somerset St","Millinocket","ME","04462","207-723-5173","","Hospital","Millinocket"
"Millinocket Variety","112 Central St","Millinocket","ME","04462","207-723-9332","","Variety Store","Millinocket"
"Moose Prints Gallery & Gifts","58 Central St","Millinocket","ME","04462","207-447-6906","","Gallery/Gifts","Millinocket"
"New England Outdoor Center","30 Twin Pines Rd","Millinocket","ME","04462","207-723-5438","","Resort/Rafting","Millinocket"
"North Woods Real Estate","26 Balsam Dr","Millinocket","ME","04462","207-723-9086","","Real Estate","Millinocket"
"Pamola Motor Lodge","973 Central St","Millinocket","ME","04462","207-723-9746","","Hotel","Millinocket"
"Pampered & Polished","338 Penobscot Ave","Millinocket","ME","04462","207-723-4530","","Beauty Salon","Millinocket"
"Parks Edge Inn","19 Central St","Millinocket","ME","04462","207-447-4321","","Inn","Millinocket"
"Penobscot Pie Co","953 Central St","Millinocket","ME","04462","207-723-6333","","Gas Station","Millinocket"
"Pete's Auto Body","16 Beech St","Millinocket","ME","04462","207-723-5920","","Auto Body","Millinocket"
"Preble Oil Co","139 Penobscot Ave","Millinocket","ME","04462","207-723-9994","","Fuel","Millinocket"
"Realty Resources Management","84 Maine Ave","Millinocket","ME","04462","207-723-6613","","Real Estate","Millinocket"
"Rideout's AG Market","116 Somerset St","Millinocket","ME","04462","207-723-8816","","Market","Millinocket"
"Rite Aid","720 Central St","Millinocket","ME","04462","207-723-9850","","Pharmacy","Millinocket"
"River Drivers' Restaurant","30 Twin Pines Rd","Millinocket","ME","04462","207-723-8475","","Restaurant","Millinocket"
"Robert J Adams CPA","202 Penobscot Ave","Millinocket","ME","04462","207-723-6111","","Accounting","Millinocket"
"Russ' Barber & Styling","99 Penobscot Ave","Millinocket","ME","04462","207-723-4040","","Barber","Millinocket"
"Save-A-Lot Food Stores","820 Central St","Millinocket","ME","04462","207-723-5077","","Grocery","Millinocket"
"Scootic Inn","70 Penobscot Ave","Millinocket","ME","04462","207-723-4566","","Restaurant","Millinocket"
"Shippee David Jay OD","178 Central St","Millinocket","ME","04462","207-723-5376","","Optometrist","Millinocket"
"Single Source Financial Ctr","749 Central St","Millinocket","ME","04462","207-723-5264","","Financial Services","Millinocket"
"Spoiled Hair Studio","905 Central St","Millinocket","ME","04462","207-723-5001","","Barber","Millinocket"
"St Martin-Tours Thrift Store","112 Maine Ave","Millinocket","ME","04462","207-723-4513","","Thrift Store","Millinocket"
"Steel Magnolias Day Spa","338 Penobscot Ave","Millinocket","ME","04462","207-723-5646","","Day Spa","Millinocket"
"Sterns Lumber Co","40 Balsam Dr","Millinocket","ME","04462","207-723-5144","","Lumber","Millinocket"
"Steve's Auto Body","7 Medway Rd","Millinocket","ME","04462","207-723-0007","","Auto Body","Millinocket"
"SUBWAY","805 Central St","Millinocket","ME","04462","207-723-7827","","Restaurant","Millinocket"
"Tractor Supply Co","800 Central St","Millinocket","ME","04462","207-723-6582","","Farm Supplies","Millinocket"
"U-Haul Neighborhood Dealer","40 Balsam Dr","Millinocket","ME","04462","207-723-7123","","Truck Rental","Millinocket"
"West Branch Aviation","164 Medway Rd","Millinocket","ME","04462","207-723-4375","","Aviation","Millinocket"
"Crandall's Hardware","8 Main St","East Millinocket","ME","04430","207-746-5722","","Hardware","East Millinocket"
"Davis Pharmacy","59 Main St","East Millinocket","ME","04430","(207) 746-3721","","Pharmacy","East Millinocket"
"Eastmill Federal Credit Union","60 Main St","East Millinocket","ME","04430","207-746-3428","","Credit Union","East Millinocket"
"Ellis Family Market","6 Main St","East Millinocket","ME","04430","207-746-5019","","Grocery","East Millinocket"
"Family Dollar","117 Main St","East Millinocket","ME","04430","(207) 447-3025","","Discount Store","East Millinocket"
"Gail's Gentle Grooming","73 Main St","East Millinocket","ME","04430","(207) 746-0062","","Pet Grooming","East Millinocket"
"Hamlet Pub","63 Main St A","East Millinocket","ME","04430","(207) 746-5200","","Restaurant/Bar","East Millinocket"
"NAPA Auto Parts","119 Main St","East Millinocket","ME","04430","(207) 746-5204","","Auto Parts","East Millinocket"
"Rick's Market","99 Main St","East Millinocket","ME","04430","(207) 746-5597","","Grocery/Deli","East Millinocket"
"Posh Salon","65B Main St","East Millinocket","ME","04430","(207) 746-5556","","Beauty Salon","East Millinocket"
"Mai's Take Out","69 Main St","East Millinocket","ME","04430","","","Restaurant","East Millinocket"
"LA Casa de Fiesta Restaurant","","East Millinocket","ME","04430","207-746-3321","","Restaurant","East Millinocket"
"Fingers & Toes Nail Care","","East Millinocket","ME","04430","207-746-9191","","Nail Salon","East Millinocket"
"Bangor Savings Bank","","East Millinocket","ME","04430","(207) 746-3770","","Bank","East Millinocket"
"Circle K / Medway Irving Big Stop","1941 Medway Rd","Medway","ME","04460","207-746-9343","","Convenience Store/Gas","Medway"
"Grandbelly's Country Cafe","2074 Medway Rd","Medway","ME","04460","207-746-6009","","Restaurant","Medway"
"River's Edge Motel & Pizza","2166 Medway Rd","Medway","ME","04460","207-746-5162","","Motel","Medway"
"Lennie's Superette","2154 Medway Rd","Medway","ME","04460","207-746-5100","","Grocery","Medway"
"Two Rivers Canoe & Tackle","2323 Medway Rd","Medway","ME","04460","207-746-8181","","Sporting Goods","Medway"
"83 North Bar Grill & Billiards","2149 Medway Rd","Medway","ME","04460","(207) 746-6062","","Restaurant/Bar","Medway"
"Katahdin General - Medway","","Medway","ME","04460","(207) 746-5336","","Clothing/Sporting Goods","Medway"
"Noah's Ark Food & Ice Cream","289 Pattagumpus Rd","Medway","ME","04460","(207) 746-6070","","Food","Medway"
"Gilman Electrical Supply","1928 Medway Rd","Medway","ME","04460","(207) 746-3207","","Electrical Supply","Medway"
"D & M Trailer Sales","1995 Medway Rd","Medway","ME","04460","(207) 746-5621","","Trailer Sales","Medway"
"Katahdin Shadows Campground","118 Katahdin Shadows","Medway","ME","04460","(207) 746-9349","katshadcamp@midmaine.com","Campground","Medway"
"Sherman Thriftway","3 Woodbridge Corner","Sherman","ME","04776","207-365-4538","","Grocery/Hardware","Sherman"
"Circle K / Irving 24","18 Main St","Sherman","ME","04776","207-365-4485","","Convenience Store/Gas","Sherman"
"Brenda's Restaurant","","Sherman","ME","04776","207-365-4773","","Restaurant","Sherman"
"Salted Butter Farm","6 Gardiner St","Sherman","ME","04776","207-365-4100","","Restaurant","Sherman"
"Katahdin Valley Motel","32 Main St","Sherman","ME","04776","207-365-4554","","Motel","Sherman"
"Tom's Garage","","Sherman","ME","04776","(207) 365-4291","","Auto Repair","Sherman"
"Maine Lumber & Flooring Sales","","Sherman","ME","04776","(207) 365-7660","","Lumber","Sherman"
"Ellis Family Market","5 Main St","Patten","ME","04765","207-528-2457","","Grocery","Patten"
"Debbie's Deli & Pizza","2 Founders St","Patten","ME","04765","207-528-2012","","Restaurant","Patten"
"Richardson's Hardware (NAPA)","10 Main St","Patten","ME","04765","207-528-2235","","Hardware/Auto Parts","Patten"
"Dollar General","156 South Patten Rd","Patten","ME","04765","207-249-6704","","Discount Store","Patten"
"Eastmill Federal Credit Union","4 Church St","Patten","ME","04765","207-528-6222","","Credit Union","Patten"
"Katahdin Trust Company","11 Main St","Patten","ME","04765","207-528-2211","","Bank","Patten"
"K & C Quik Stop & Service Center","199 S Patten Rd","Patten","ME","04765","207-528-4400","","Convenience Store/Gas","Patten"
"Fiddlehead Gifts & Florals","59 Main St","Patten","ME","04765","207-528-1021","","Gifts/Florist","Patten"
"Red Moose Gifts & Laundromat","14 Main St","Patten","ME","04765","207-528-2059","","Gifts/Laundry","Patten"
"Calculations Inc","28 Main St","Patten","ME","04765","207-528-2306","","Business Services","Patten"
"Main Street Outback Garage","6 Main St","Patten","ME","04765","207-528-2975","","Auto Repair","Patten"
"CVF Services","748 Happy Corner Rd","Patten","ME","04765","207-538-6260","","Auto Repair/Welding","Patten"
"Savage Paint & Body","136 Scudder Rd","Patten","ME","04765","207-528-2331","","Auto Body","Patten"
"Katahdin Brew Works","10 Katahdin St","Patten","ME","04765","207-631-2957","","Brewery","Patten"
"Katahdin Valley Health Center - Patten","","Patten","ME","04765","207-538-3700","","Healthcare","Patten"
"Patten Lumbermen's Museum","","Patten","ME","04765","207-538-2650","","Museum","Patten"
"Patten Redemption Center","45 Main St","Patten","ME","04765","207-944-8163","","Redemption","Patten"
"Conklin's Lodge & Camps","295 Shin Pond Rd","Patten","ME","04765","207-528-2901","","Lodging","Patten"
"Katahdin Welding","","Patten","ME","04765","207-528-2924","","Welding","Patten"
"Shin Pond Village","1489 Shin Pond Rd","Mount Chase","ME","04765","207-528-2900","","Campground/Store","Shin Pond"
"Mt. Chase Lodge","1517 Shin Pond Rd","Mount Chase","ME","04765","207-528-2183","","Lodge","Shin Pond"
"Skinner's Wilderness Variety Store","1444 Shin Pond Rd","Mount Chase","ME","04765","207-528-2626","","Convenience Store/Gas","Shin Pond"
"Mike's Elite Auto","896 Shin Pond Rd","Mount Chase","ME","04765","207-528-2054","","Auto Repair","Shin Pond"
