"Business Name","Street Address","City","State","Zip","Phone","Email","Category","Town"
"VIP Tires & Service","830 Main St","Presque Isle","ME","04769","(207) 764-3181","","Auto Service","Presque Isle"
"Gills Point S Tire & Auto (formerly Hogan Tire)","30 Rice St","Presque Isle","ME","04769","","","Auto Service","Presque Isle"
"Presque Isle Animal Hospital","79 Mapleton Rd","Presque Isle","ME","04769","(207) 764-6392","","Veterinarian","Presque Isle"
"Hotham's Veterinary Services","307 Centerline Rd","Presque Isle","ME","04769","","","Veterinarian","Presque Isle"
"White Smiles Family Dentistry","1 North St","Presque Isle","ME","04769","(207) 760-7216","","Dentist","Presque Isle"
"Academy Dental","179 Academy St","Presque Isle","ME","04769","(207) 764-3764","","Dentist","Presque Isle"
"St. Apollonia Dental Clinic","122 Academy St","Presque Isle","ME","04769","(207) 554-5045","","Dentist","Presque Isle"
"Levasseur Dentistry","Presque Isle","Presque Isle","ME","04769","","","Dentist","Presque Isle"
"Governor's Restaurant & Bakery","350 Main St","Presque Isle","ME","04769","(207) 769-2274","","Restaurant","Presque Isle"
"Rodney's at 436 Main","436 Main St","Presque Isle","ME","04769","(207) 768-5321","","Restaurant","Presque Isle"
"Riverside Inn Restaurant","399 Main St","Presque Isle","ME","04769","(207) 764-1447","","Restaurant","Presque Isle"
"Teresa's Corner Cafe & Bakery","299 Main St","Presque Isle","ME","04769","(207) 540-1500","","Restaurant","Presque Isle"
"Pat's Pizza of Presque Isle","9 North St","Presque Isle","ME","04769","(207) 764-0367","","Restaurant","Presque Isle"
"Big Cheese Pizza","260 Main St","Presque Isle","ME","04769","(207) 764-5500","","Restaurant","Presque Isle"
"Mai Tai Restaurant","449 Main St","Presque Isle","ME","04769","(207) 764-4426","","Restaurant","Presque Isle"
"Oriental Pearl","745 Main St","Presque Isle","ME","04769","(207) 762-3268","","Restaurant","Presque Isle"
"Chopsticks","830 Main St Unit 29","Presque Isle","ME","04769","(207) 764-6633","","Restaurant","Presque Isle"
"The Sandwich Shop","222 Main St","Presque Isle","ME","04769","(207) 764-3797","","Restaurant","Presque Isle"
"Domino's Pizza","379 Main St","Presque Isle","ME","04769","(207) 554-5154","","Restaurant","Presque Isle"
"McDonald's","656 Main St","Presque Isle","ME","04769","","","Restaurant","Presque Isle"
"Arby's","789 Main St","Presque Isle","ME","04769","(207) 764-5172","","Restaurant","Presque Isle"
"Taco Bell / KFC","808 Main St","Presque Isle","ME","04769","(207) 764-0734","","Restaurant","Presque Isle"
"Tim Hortons","779 Main St","Presque Isle","ME","04769","(207) 760-9158","","Restaurant","Presque Isle"
"Subway","759 Main St","Presque Isle","ME","04769","","","Restaurant","Presque Isle"
"Dunkin'","770 Main St","Presque Isle","ME","04769","(207) 762-3825","","Coffee Shop","Presque Isle"
"Winnie's Restaurant & Dairy","79 Parsons St","Presque Isle","ME","04769","(207) 769-4971","","Restaurant","Presque Isle"
"Burger King","795 Main St","Presque Isle","ME","04769","(207) 769-8231","","Restaurant","Presque Isle"
"Pizza Hut","Presque Isle","Presque Isle","ME","04769","(207) 762-8651","","Restaurant","Presque Isle"
"Shogun Japanese Restaurant","830 Main St","Presque Isle","ME","04769","","","Restaurant","Presque Isle"
"Ruby Tuesday","830 Main St","Presque Isle","ME","04769","(207) 764-2874","","Restaurant","Presque Isle"
"TimeOut Sports Bar & Restaurant (Presque Isle Hotel)","116 Main St","Presque Isle","ME","04769","","","Restaurant","Presque Isle"
"Freshies Presque Isle","Presque Isle","Presque Isle","ME","04769","","","Restaurant","Presque Isle"
"Irish Setter Pub","Presque Isle","Presque Isle","ME","04769","","","Restaurant","Presque Isle"
"Freddy's Brew Pub","Presque Isle","Presque Isle","ME","04769","","","Restaurant","Presque Isle"
"Gram Russo's Italian Restaurant","116 Main St","Presque Isle","ME","04769","(207) 764-3321","","Restaurant","Presque Isle"
"Mainely Mexican","6 State Rd","Presque Isle","ME","04769","(207) 760-7520","","Restaurant","Presque Isle"
"A Vie","499 Main St","Presque Isle","ME","04769","(207) 764-4837","","Restaurant","Presque Isle"
"Houlton Farms Dairy Bar","792 Main St","Presque Isle","ME","04769","","","Ice Cream","Presque Isle"
"Tractor Supply","23 Houlton Rd","Presque Isle","ME","04769","","","Retail","Presque Isle"
"Cook Florist Inc","Presque Isle","Presque Isle","ME","04769","(207) 769-2731","","Florist","Presque Isle"
"Amy's Flowers","Presque Isle","Presque Isle","ME","04769","(207) 769-2697","","Florist","Presque Isle"
"Country Collectibles","387 Main St","Presque Isle","ME","04769","(207) 764-8060","","Gift Shop","Presque Isle"
"Duncan-Graves Funeral Home","30 Church St","Presque Isle","ME","04769","(207) 764-0625","","Funeral Home","Presque Isle"
"Aroostook Monuments","14 Caribou Rd","Presque Isle","ME","04769","(207) 764-3121","","Monuments","Presque Isle"
"Presque Isle Memorial Works","396 Caribou Rd","Presque Isle","ME","04769","(207) 762-1521","","Monuments","Presque Isle"
"Bowers Funeral Home and Cremation Services","Presque Isle","Presque Isle","ME","04769","","","Funeral Home","Presque Isle"
"Rossignol Performance & Fitness","6 State Rd","Presque Isle","ME","04769","","","Gym","Presque Isle"
"Aroostook County Fitness","499 Main St","Presque Isle","ME","04769","","","Gym","Presque Isle"
"Gentile Hall - UMPI","181 Main St","Presque Isle","ME","04769","(207) 768-9772","","Fitness Center","Presque Isle"
"McCluskey's RV Center","Presque Isle","Presque Isle","ME","04769","","","RV Dealer","Presque Isle"
"Bike Board and Ski","450 Main St","Presque Isle","ME","04769","","","Sporting Goods","Presque Isle"
"Gary's Furniture & Appliance","435 Main St","Presque Isle","ME","04769","","","Furniture Store","Presque Isle"
"Aroostook Mall","Presque Isle","Presque Isle","ME","04769","(207) 764-2616","","Shopping Center","Presque Isle"
"University of Maine at Presque Isle (UMPI)","181 Main St","Presque Isle","ME","04769","(207) 768-9400","","Education","Presque Isle"
"Presque Isle International Airport","650 Airport Dr","Presque Isle","ME","04769","","","Airport","Presque Isle"
"Coffee News of Aroostook","Presque Isle","Presque Isle","ME","04769","","","Publication","Presque Isle"
"Steaks N' Stuff","60 State St","Presque Isle","ME","04769","(207) 762-2200","","Grocery Store","Presque Isle"
"Theriault Equipment","120 Caribou Rd","Presque Isle","ME","04769","(207) 764-4405","","Equipment","Presque Isle"
"Aroostook Trusses Inc","655 Missile St","Presque Isle","ME","04769","","","Building Supply","Presque Isle"
"Fastenal Company","68 Industrial St","Presque Isle","ME","04769","","","Industrial Supply","Presque Isle"
"Pizza Box","Presque Isle","Presque Isle","ME","04769","","","Restaurant","Presque Isle"
"Circle K Pizza & Deli","Presque Isle","Presque Isle","ME","04769","","","Restaurant","Presque Isle"
"Mom and Me Pizzeria","Presque Isle","Presque Isle","ME","04769","","","Restaurant","Presque Isle"
"Parkhurst Siding Pub","Presque Isle","Presque Isle","ME","04769","","","Restaurant","Presque Isle"
"Rob's Pit Stop","253 Fort Fairfield Rd","Presque Isle","ME","04769","(207) 764-5447","","Restaurant","Presque Isle"
"Vickie's Hometown Pizza","63 State St","Presque Isle","ME","04769","(207) 762-6262","","Restaurant","Presque Isle"
"Rosella's Pizzeria","1 Academy St","Presque Isle","ME","04769","(207) 764-6644","","Restaurant","Presque Isle"
"Quiznos Sub","213 Main St","Presque Isle","ME","04769","(207) 769-2700","","Restaurant","Presque Isle"
"Shirley's & Harold's","9 Parsons St","Presque Isle","ME","04769","(207) 764-5174","","Restaurant","Presque Isle"
"Airport Cafe & Gifts","650 Airport Dr","Presque Isle","ME","04769","(207) 764-5403","","Restaurant","Presque Isle"
"The Maple Pig","Presque Isle","Presque Isle","ME","04769","","","Restaurant","Presque Isle"
"Lotus Lounge","159 State St","Presque Isle","ME","04769","","","Nightlife","Presque Isle"
"Hub Coffee","342 Main St","Presque Isle","ME","04769","","","Coffee Shop","Presque Isle"
"Starbucks","135 Maysville St","Presque Isle","ME","04769","","","Coffee Shop","Presque Isle"
"The Sidewalk Cafe","436 Main St","Presque Isle","ME","04769","","","Coffee Shop","Presque Isle"
"Cafe Desmoiselles","483 Main St","Presque Isle","ME","04769","","","Coffee Shop","Presque Isle"
"Carney Family Beverage","30 Oak St","Presque Isle","ME","04769","","","Vending","Presque Isle"
"Pepsi Bottling Group","52 Industrial St","Presque Isle","ME","04769","","","Vending","Presque Isle"
"Hedrich Vending","15 Industrial St Unit 2","Presque Isle","ME","04769","","","Vending","Presque Isle"
"Hannaford Supermarket & Pharmacy","114 High St","Caribou","ME","04736","(207) 498-8824","","Grocery Store","Caribou"
"Caribou Save-a-Lot","42 Skyway Dr","Caribou","ME","04736","(207) 498-2600","","Grocery Store","Caribou"
"Sleeper's Market","Caribou","Caribou","ME","04736","","","Grocery Store","Caribou"
"S.W. Collins Co.","6 Washburn St","Caribou","ME","04736","(207) 496-6723","","Hardware Store","Caribou"
"Dollar General","88 Sweden St","Caribou","ME","04736","","","Retail","Caribou"
"Dollar Tree","124 Bennett Dr","Caribou","ME","04736","","","Retail","Caribou"
"KeyBank","144 High St","Caribou","ME","04736","","","Bank","Caribou"
"Machias Savings Bank","142 Bennett Dr","Caribou","ME","04736","","","Bank","Caribou"
"Katahdin Trust Company","105 Bennett Dr","Caribou","ME","04736","","","Bank","Caribou"
"TD Bank","14 Sweden St","Caribou","ME","04736","","","Bank","Caribou"
"Aroostook Savings & Loan","Caribou","Caribou","ME","04736","","","Bank","Caribou"
"Caribou Inn & Convention Center","19 Main St","Caribou","ME","04736","","","Hotel","Caribou"
"Old Iron Inn Bed & Breakfast","Caribou","Caribou","ME","04736","","","Bed & Breakfast","Caribou"
"Cary Medical Center","Caribou","Caribou","ME","04736","","","Hospital","Caribou"
"Caribou Area Chamber of Commerce","657 Main St","Caribou","ME","04736","(207) 498-6156","","Chamber","Caribou"
"Greenhouse Restaurant","19 Main St","Caribou","ME","04736","","","Restaurant","Caribou"
"Northern Maine Brewing Company","Caribou","Caribou","ME","04736","","","Restaurant","Caribou"
"Frederick's Southside Restaurant","507 Main St","Caribou","ME","04736","","","Restaurant","Caribou"
"Caribou Sub Shop","Caribou","Caribou","ME","04736","","","Restaurant","Caribou"
"Evergreen Lanes featuring The Rendezvous Restaurant","Caribou","Caribou","ME","04736","","","Restaurant","Caribou"
"Ruska Coffee Co.","Caribou","Caribou","ME","04736","","","Coffee Shop","Caribou"
"Jade Palace Restaurant","Caribou","Caribou","ME","04736","","","Restaurant","Caribou"
"Par & Grill Restaurant","Caribou","Caribou","ME","04736","","","Restaurant","Caribou"
"Dunkin'","43 Bennett Dr","Caribou","ME","04736","","","Coffee Shop","Caribou"
"Big Cheese Pizza (Caribou)","Caribou","Caribou","ME","04736","","","Restaurant","Caribou"
"Burger Boy","234 Sweden St","Caribou","ME","04736","","","Restaurant","Caribou"
"Cindy's Sub Shop","264 Sweden St","Caribou","ME","04736","","","Restaurant","Caribou"
"Mike's Quik Stop & Deli","Caribou","Caribou","ME","04736","","","Restaurant","Caribou"
"Monica's Scandinavian Imports","176 Sweden St","Caribou","ME","04736","(207) 493-4600","","Gift Shop","Caribou"
"Brambleberry Market","25 Sweden St","Caribou","ME","04736","(207) 498-8000","","Gift Shop","Caribou"
"Gifts Galore","159 Bennett Dr","Caribou","ME","04736","(207) 492-2394","","Gift Shop","Caribou"
"County Sports Inc.","285 Sweden St","Caribou","ME","04736","(207) 492-6072","","Sporting Goods","Caribou"
"Noyes Flower and Plant Shoppe","11 Franklin St","Caribou","ME","04736","(207) 498-2296","","Florist","Caribou"
"Wreaths by Natalie","998 Presque Isle Rd","Caribou","ME","04736","(207) 496-0831","","Florist","Caribou"
"Lancaster-Morgan Funeral Home","11 Clover St","Caribou","ME","04736","(207) 492-2171","","Funeral Home","Caribou"
"Advance Auto Parts","3 Armco Ave","Caribou","ME","04736","","","Auto Parts","Caribou"
"Griffeth Ford","16 Access Hwy","Caribou","ME","04736","","","Auto Dealer","Caribou"
"Caribou Bowl-O-Drome","97 Bennett Dr","Caribou","ME","04736","","","Entertainment","Caribou"
"Caribou Theater","66 Sweden St","Caribou","ME","04736","(207) 493-3013","","Entertainment","Caribou"
"Rossignol Performance & Fitness (Caribou)","Caribou","Caribou","ME","04736","","","Gym","Caribou"
"The Pet Vet","Caribou","Caribou","ME","04736","","","Veterinarian","Caribou"
"Affordable Finds","82 Herschel St","Caribou","ME","04736","","","Thrift Shop","Caribou"
"The Cubby Thriftstore","40 Sweden St","Caribou","ME","04736","(207) 760-7070","","Thrift Shop","Caribou"
"Plourde Furniture Company","Caribou","Caribou","ME","04736","","","Furniture Store","Caribou"
"Haney's","Caribou","Caribou","ME","04736","","","Home & Garden","Caribou"
"Hillside IGA","207 Main St","Fort Fairfield","ME","04742","(207) 473-7942","","Grocery Store","Fort Fairfield"
"Rite Aid Pharmacy","355 Main St","Fort Fairfield","ME","04742","","","Pharmacy","Fort Fairfield"
"Mars Hill IGA","7 Market St","Mars Hill","ME","04758","(207) 425-2411","","Grocery Store","Mars Hill"
"Duncan Funeral Home","8 Main St","Mars Hill","ME","04758","(207) 764-0625","","Funeral Home","Mars Hill"
"Mars Hill Pharmacy","Mars Hill","Mars Hill","ME","04758","","","Pharmacy","Mars Hill"
"Mars Hill Country Club","Mars Hill","Mars Hill","ME","04758","","","Golf","Mars Hill"
"Big Rock Ski Area","Mars Hill","Mars Hill","ME","04758","","","Ski Area","Mars Hill"
"Ashland Food Mart","Ashland","Ashland","ME","04732","","","Convenience Store","Ashland"
"Ashland Building Supply","Ashland","Ashland","ME","04732","","","Building Supply","Ashland"
"CARQUEST Auto Parts","Ashland","Ashland","ME","04732","","","Auto Parts","Ashland"
"Katahdin Trust Company","Ashland","Ashland","ME","04732","207-764-8000","","Bank","Ashland"
"Aroostook Valley Health Center","Ashland","Ashland","ME","04732","","","Healthcare","Ashland"
"Ashland's Diner","Ashland","Ashland","ME","04732","","","Restaurant","Ashland"
"Daigle Oil Co","Ashland","Ashland","ME","04732","","","Fuel","Ashland"
"Northeast Pellets","Ashland","Ashland","ME","04732","","","Fuel","Ashland"
"Stimson-Ouellette Funeral Home","Ashland","Ashland","ME","04732","","","Funeral Home","Ashland"
"Mapleton One Stop","Mapleton","Mapleton","ME","04765","","","Convenience Store","Mapleton"
"Mapleton Diner","Mapleton","Mapleton","ME","04765","","","Restaurant","Mapleton"
"Washburn Food Mart","Washburn","Washburn","ME","04786","","","Convenience Store","Washburn"
"Washburn Coffee Shop","Washburn","Washburn","ME","04786","","","Coffee Shop","Washburn"
"Limestone Development Foundation & Chamber of Commerce","Limestone","Limestone","ME","04750","","","Chamber","Limestone"
"Boondocks Grille","294 Main St","Fort Fairfield","ME","04742","207-472-6074","","Restaurant","Fort Fairfield"
"Canterbury Royale Gourmet","182 Sam Everett Rd","Fort Fairfield","ME","04742","207-472-4910","","Restaurant","Fort Fairfield"
"Sisters Bakery & Coffee Shoppe","259 Main St","Fort Fairfield","ME","04742","207-472-1888","","Bakery & Cafe","Fort Fairfield"
"Freshies Fort Fairfield","214 Main St","Fort Fairfield","ME","04742","207-473-7472","","Convenience Store/Deli","Fort Fairfield"
"Village Restaurant","284 Main St","Fort Fairfield","ME","04742","","","Restaurant","Fort Fairfield"
"R & J Market","26 Presque Isle St","Fort Fairfield","ME","04742","","","Grocery","Fort Fairfield"
"Fort Fairfield Hardware","185 Main St","Fort Fairfield","ME","04742","207-472-3487","","Hardware","Fort Fairfield"
"The County Federal Credit Union","232 Main St","Fort Fairfield","ME","04742","207-472-5710","","Credit Union","Fort Fairfield"
"I Care Pharmacy","227 Main St","Fort Fairfield","ME","04742","207-472-1302","","Pharmacy","Fort Fairfield"
"One Of A Kind","250 Main St","Fort Fairfield","ME","04742","207-472-6076","","Florist & Gifts","Fort Fairfield"
"Fort Fairfield Dental Center","206 Main St","Fort Fairfield","ME","04742","207-473-7723","","Dentist","Fort Fairfield"
"Acadia Medical Supply","274 Main St","Fort Fairfield","ME","04742","207-472-1234","","Medical Equipment","Fort Fairfield"
"Bob's Service & Repair","328 Main St","Fort Fairfield","ME","04742","207-472-3050","","Auto Repair","Fort Fairfield"
"Giggey's Auto Repair","60 Presque Isle St","Fort Fairfield","ME","04742","207-473-7269","","Auto Repair","Fort Fairfield"
"Curtis Auto Airplane Repair & Sales Inc","359 Main St","Fort Fairfield","ME","04742","207-472-3500","","Auto Repair","Fort Fairfield"
"Logan's Service and Repair","26 Green St","Fort Fairfield","ME","04742","207-492-9202","","Auto Repair","Fort Fairfield"
"Rogers Auto Repair","277 Presque Isle Rd","Fort Fairfield","ME","04742","207-472-1390","","Auto Repair","Fort Fairfield"
"Caldwell's Auto","113 Presque Isle Rd","Fort Fairfield","ME","04742","207-473-7269","","Auto Repair","Fort Fairfield"
"Shell Gas Station","214 Main St","Fort Fairfield","ME","04742","207-473-7472","","Gas Station","Fort Fairfield"
"Family Haircuts By Lisa at Jack's Barbershop","256 Main St","Fort Fairfield","ME","04742","207-496-9001","","Barber Shop","Fort Fairfield"
"Fields Realty LLC","72 Fort Hill St","Fort Fairfield","ME","04742","207-551-5835","","Real Estate","Fort Fairfield"
"Turner Sanitation","301 Russell Rd","Fort Fairfield","ME","04742","207-476-5095","","Sanitation","Fort Fairfield"
"Fort Fairfield Utilities District","100 High St","Fort Fairfield","ME","04742","207-472-1391","","Utility","Fort Fairfield"
"Fort Fairfield Town Office","18 Community Center Dr","Fort Fairfield","ME","04742","207-472-3800","","Government","Fort Fairfield"
"County Bluegrass Festival","119 W Limestone Rd","Fort Fairfield","ME","04742","207-227-6242","","Entertainment","Fort Fairfield"
"Greenlaw Electric LLC","","Fort Fairfield","ME","04742","207-472-6072","","Electrician","Fort Fairfield"
"Fort Fairfield Public Library","339 Main St","Fort Fairfield","ME","04742","207-472-3880","","Library","Fort Fairfield"
"Freshies Mars Hill","27 Main St","Mars Hill","ME","04758","207-429-9286","","Convenience Store/Deli","Mars Hill"
"Circle K / On the Run","1 Benjamin St","Mars Hill","ME","04758","207-429-9286","","Convenience Store/Gas","Mars Hill"
"Al's Diner","87 Main St","Mars Hill","ME","04758","207-429-8186","","Restaurant","Mars Hill"
"Timberwolves Restaurant","45 Main St","Mars Hill","ME","04758","207-425-1056","","Restaurant","Mars Hill"
"Mars Hill Pharmacy Inc","106 Main St","Mars Hill","ME","04758","207-425-4431","","Pharmacy","Mars Hill"
"Mars Hill Town Office","37 Main St","Mars Hill","ME","04758","207-425-3731","","Government","Mars Hill"
"Walter T.A. Hansen Memorial Library","10 Hansen St","Mars Hill","ME","04758","207-429-9625","","Library","Mars Hill"
"BigRock Mountain","37 Graves Rd","Mars Hill","ME","04758","207-425-6711","","Ski Area","Mars Hill"
"Bear Paw Inn","94 Main St","Mars Hill","ME","04758","207-425-6241","","Lodging","Mars Hill"
"My Sunset Cabins","135 E Ridge Rd","Mars Hill","ME","04758","207-227-5024","","Lodging","Mars Hill"
"A & M Auto Repair","1 Boynton St","Mars Hill","ME","04758","207-429-9140","","Auto Repair","Mars Hill"
"Brewer Service","32 Main St","Mars Hill","ME","04758","207-425-6521","","Auto Repair","Mars Hill"
"Dave's Auto & Truck Repair","25 Main St","Mars Hill","ME","04758","207-429-8047","","Auto Repair","Mars Hill"
"M E Grass & Sons","335 Fort Rd","Mars Hill","ME","04758","207-425-5451","","Truck Repair","Mars Hill"
"Mike's Auto Sales and Service","254 Fort Rd","Mars Hill","ME","04758","207-764-8009","","Auto Sales","Mars Hill"
"New Beginning Auto Body","106 Presque Isle Rd","Mars Hill","ME","04758","207-429-9810","","Auto Body","Mars Hill"
"Pineland Farms Potato Company Inc","115 Presque Isle Rd","Mars Hill","ME","04758","207-429-8126","","Agriculture","Mars Hill"
"Family Dollar","92 Presque Isle Rd","Mars Hill","ME","04758","207-613-5086","","Discount Store","Mars Hill"
"Hidden Country Treasures","82 Main St","Mars Hill","ME","04758","207-425-2800","","Gift Shop","Mars Hill"
"All-Star Gymnastics","40 Main St","Mars Hill","ME","04758","207-429-8021","","Gymnastics","Mars Hill"
"Therapy Shoppe LLC","93 Main St","Mars Hill","ME","04758","207-227-2677","","Medical Equipment","Mars Hill"
"Aroostook Health Center","15 Highland Ave","Mars Hill","ME","04758","207-768-4915","","Skilled Nursing","Mars Hill"
"Horizons Surgical Services","106 Main St","Mars Hill","ME","04758","207-425-2392","","Healthcare","Mars Hill"
"Central Aroostook Jr-Sr High School","26 Pleasant St","Mars Hill","ME","04758","207-425-2811","","School","Mars Hill"
"Fort Street Elementary School","38 Fort St","Mars Hill","ME","04758","207-429-8514","","School","Mars Hill"
"McClay's Tax Service","76 Main St","Mars Hill","ME","04758","207-429-8540","","Tax Service","Mars Hill"
"US Post Office - Mars Hill","7 Lincoln St","Mars Hill","ME","04758","207-429-9177","","Post Office","Mars Hill"
"Mapleton Town Office","20 Main St","Mapleton","ME","04757","","","Government","Mapleton"
"Mapleton General Store","14 Main St","Mapleton","ME","04757","","","General Store","Mapleton"
"Mapleton Fire Department","","Mapleton","ME","04757","","","Fire Department","Mapleton"
"Mapleton Family Practice","","Mapleton","ME","04757","","","Healthcare","Mapleton"
"Mapleton Post Office","","Mapleton","ME","04757","","","Post Office","Mapleton"
"Mapleton Public Library","","Mapleton","ME","04757","","","Library","Mapleton"
"Washburn Town Office","22 School St","Washburn","ME","04786","207-455-4111","","Government","Washburn"
"Washburn Post Office","8 Main St","Washburn","ME","04786","","","Post Office","Washburn"
"Washburn General Store","15 Main St","Washburn","ME","04786","","","General Store","Washburn"
"Washburn Pharmacy","12 Main St","Washburn","ME","04786","","","Pharmacy","Washburn"
"Washburn Family Practice","18 School St","Washburn","ME","04786","","","Healthcare","Washburn"
"Washburn Public Library","22 Main St","Washburn","ME","04786","","","Library","Washburn"
"Washburn Recreation","25 School St","Washburn","ME","04786","","","Recreation","Washburn"
"Washburn Schools","15 School St","Washburn","ME","04786","","","School District","Washburn"
"Ashland Town Office","62 Station St","Ashland","ME","04732","207-435-3211","","Government","Ashland"
"Ashland Post Office","54 Main St","Ashland","ME","04732","","","Post Office","Ashland"
"Ashland General Store","56 Main St","Ashland","ME","04732","","","General Store","Ashland"
"Ashland Family Pharmacy","58 Main St","Ashland","ME","04732","","","Pharmacy","Ashland"
"Ashland Health Center","60 Main St","Ashland","ME","04732","","","Healthcare","Ashland"
"Ashland Public Library","50 Main St","Ashland","ME","04732","","","Library","Ashland"
"Ashland Recreation","64 Station St","Ashland","ME","04732","","","Recreation","Ashland"
"Ashland Community Center","66 Station St","Ashland","ME","04732","","","Community Center","Ashland"
"Ashland Schools","68 Station St","Ashland","ME","04732","","","School District","Ashland"
"Ashland Fire Department","","Ashland","ME","04732","","","Fire Department","Ashland"
"Ashland Historical Society","52 Main St","Ashland","ME","04732","","","Historical Society","Ashland"
"Caribou Country Club","117 Country Club Dr","Caribou","ME","04736","207-498-2561","","Golf Course","Caribou"
"Caribou Public Library","30 High St","Caribou","ME","04736","207-493-4214","","Library","Caribou"
"Nylander Museum","657 Main St","Caribou","ME","04736","207-493-4209","","Museum","Caribou"
"Caribou Florist & Greenhouse","137 Sweden St","Caribou","ME","04736","","","Florist","Caribou"
"Caribou Laundry & Dry Cleaning","31 Sweden St","Caribou","ME","04736","","","Dry Cleaner","Caribou"
"Caribou Fire Department","25 High St","Caribou","ME","04736","207-493-4261","","Fire Department","Caribou"
"Caribou Police Department","25 High St","Caribou","ME","04736","207-493-4201","","Police","Caribou"
